ObjCoeff,yLP,Dual,RC,yInt,,,,
0.0555388,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-2826.649170_-1986.001587_-3996.869141_-1445.092041_-1881.548950_-799.444885_-1185.166382_-2427.874023_-2857.565674_-1307.603149_-2691.030029_-1937.129517_-2482.312744_-2396.607422_-1341.193604_-2634.191895_-1986.001587_-2886.404297_-1445.092041_-2092.958,0.000000_0.000000_-1264.776489_-899.437134_-1167.966431_-1101.898926_-1287.291504_-1307.688477_-1447.892578_-1445.599609_-1392.857056_-1360.744995_-1321.586304_-1409.654297_-1330.446533_-1313.205933_-907.920288_-1127.749634_-620.610168_-702.863953_-730.836487_-818.287354_-840.829346_-713.485168_-610.451172_-698.220642_-677.086792_-692.411865_-690.815247_-686.168884_-684.452576_-636.251587_-538.661499_-382.630371_-339.933716_-356.632721_-359.069031_-357.311829_-366.428375_-387.361725_-460.954773_-426.819458_-318.742004_-364.242340_-365.300964_-379.223694_-364.797272_-366.355896_-381.414948_-382.381439_-302.235016_-336.623840_-336.116455_-340.910614_-331.939728_,1,,,,
1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-1124.380005_0.000000_0.000000_0.000000_0.000000_-1066.250000_0.000000_0.000000_0.000000_-217.531006_0.000000_0.000000_0.000000_0.000000_0.000000_-5003.127930_-1327.583984_-1068.493530_-979.755005_-2857.363037_-3305.375000_-850.192200_0.000000_0.000000_-1348.692261_-1897.155029_-488.875397_-2301.314453_-1268.389771_-2626.859375_-4793.810547_-1714.796021_-1743.331543_-1214.896240_-2857.363037_-3305.375000_-1464.219849_-1658.503052_-1931.501465_-1348.692261_,0.000000_0.000000_0.000000_0.000000_4995.943848_4934.434082_4763.921387_4330.593750_4414.424805_4362.641602_4470.357422_4457.617188_4461.133789_4442.891602_4424.762207_4402.530273_4272.557617_4235.162109_4173.307129_4208.541992_4138.748047_4126.037598_4157.078613_4121.344727_4153.149414_4160.879395_4165.344238_4150.293945_4159.931152_4160.176758_4162.165039_4145.504395_4169.430176_4205.881348_4145.792969_4125.881836_4130.557617_4132.979980_4132.989746_4147.575195_4147.066406_4145.248535_4145.770996_4141.484863_4141.032715_4140.793945_4142.027832_4139.741211_4143.971191_4144.092773_4150.946777_4151.099609_4179.564941_4190.949707_4172.755371_,0,,,,
0.211168,0.500000_0.373834_0.186917_0.093459_0.046729_0.068967_0.034483_0.017242_0.008621_0.018404_0.118212_0.257378_0.162635_0.179992_0.114172_0.089138_0.020551_0.160922_0.109781_0.122785_0.105753_0.103401_0.118847_0.124247_0.116338_0.110949_0.110949_0.141731_0.152755_0.144833_0.143888_0.115598_0.155353_0.147244_0.181060_0.153026_0.171362_0.154211_0.154501_0.137435_0.145544_0.144579_0.147653_0.146273_0.146309_0.146330_0.144216_0.127425_0.140476_0.125515_0.132034_0.133506_0.127900_0.124639_0.130442_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-1184.597900_-1716.223267_-1644.204712_-1157.663940_-1064.763550_-1676.124268_-935.785706_-1024.305786_-662.086853_-859.085388_-1733.817383_-1548.890381_-2024.871338_-1145.157593_-1192.603516_-1629.928101_-2570.018555_-2384.859619_-1559.026489_-1774.167725_-3013.962158_-1408.303711_-1662.232666_-1020.876099_-1760.184204_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.0221252,0.500000_0.616921_0.308460_0.154230_0.077115_0.038558_0.019279_0.009639_0.004820_0.002410_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-68.297203_0.000000_0.000000_0.000000_-185.830399_-255.083206_-144.472321_-109.916321_-223.615997_-281.729614_-226.602005_-130.360794_-64.392479_-286.967987_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_419.820831_396.760406_402.834351_445.911743_461.558258_458.769348_419.526245_426.393005_438.370667_432.623199_445.932404_444.362518_427.687164_411.293060_438.093567_448.415192_459.180542_470.130280_491.144196_488.802094_488.739929_488.739349_488.369934_488.374542_488.351044_488.373047_488.222839_488.222992_488.223053_488.221466_488.241272_487.843994_486.641205_486.917542_486.833557_483.599121_484.087372_461.854034_,0,,,,
0.244431,0.500000_0.640491_0.616626_0.808313_0.644144_0.575637_0.668390_0.574183_0.725567_0.824579_0.987935_0.939994_0.908990_0.889541_0.667707_0.884239_0.667619_0.679012_0.672022_0.706273_0.765800_0.764154_0.721025_0.906231_0.862824_0.898011_0.901261_0.738919_0.714061_0.747609_0.752509_0.910426_0.741796_0.785522_0.682070_0.750585_0.738859_0.735466_0.736818_0.766813_0.767906_0.755283_0.783099_0.756052_0.756012_0.756195_0.771588_0.790420_0.785792_0.795384_0.787238_0.791774_0.803791_0.803304_0.800092_,-2057.193115_-1498.798462_-760.785889_-386.513397_-1576.212036_-2525.911133_-1524.217163_-1446.614746_-1668.098389_-1425.263062_-1782.771606_-1451.429688_-1611.410156_-1561.463745_-1535.289917_-3536.000000_-1784.929443_-501.924988_-625.783630_-2658.083984,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1,,,,
0.222155,0.500000_0.750000_0.499358_0.749679_0.874840_0.937420_0.968710_0.984355_0.980457_0.976135_0.967887_0.998629_0.997458_0.974165_0.998381_1.000000_0.920591_0.909493_0.889324_0.776155_0.873822_0.870233_0.850796_0.795380_0.822275_0.816138_0.816720_0.853696_0.857595_0.855267_0.854884_0.843374_0.713098_0.708504_0.982338_0.996518_0.999885_0.999755_0.999061_0.961873_0.949426_0.952224_0.954217_0.959604_0.959562_0.959731_0.973665_0.990799_0.984465_0.991087_0.977559_0.981921_0.998151_0.997880_1.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1,,,,
0.288832,0.500000_0.750000_0.824565_0.811149_0.905574_0.952787_0.976394_0.988197_0.994098_0.997049_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_0.999017_0.999432_0.999585_0.999963_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_0.998845_1.000000_1.000000_0.999838_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_0.999999_1.000000_1.000000_1.000000_1.000000_,-1933.817505_-1114.486084_-819.820374_-797.299988_-1699.261108_-1939.614990_-1618.851074_-1269.175049_-903.417114_-812.386108_-1806.054932_-719.274353_-2204.185059_-996.983398_-1545.934937_-2023.762451_-489.381195_-389.362396_-685.677979_-2246.962158_-229,0.000000_0.000000_0.000000_0.000000_-792.331421_-960.635681_-1468.329346_-2440.851318_-2736.532715_-2131.559570_-1759.552734_-715.607544_0.000000_-91.845047_0.000000_0.000000_-18.449005_0.000000_0.000000_0.000000_0.000000_-73.549660_0.000000_-118.524216_0.000000_-117.037300_0.000000_0.000000_0.000000_0.000000_-175.830841_0.000000_0.000000_-203.838608_-393.494171_0.000000_-233.738815_-156.822906_-152.380051_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-3.696507_0.000000_0.000000_0.000000_0.000000_0.000000_,1,,,,
0.522276,0.500000_0.257239_0.311671_0.377212_0.683405_0.841703_0.650118_0.639827_0.724916_0.759145_0.625796_0.686274_0.736150_0.720921_0.754112_0.760633_0.905698_0.803321_0.869413_0.840880_0.870722_0.873381_0.827325_0.846546_0.860107_0.878978_0.878978_0.802161_0.787127_0.798272_0.798460_0.862697_0.743656_0.741834_0.762672_0.797249_0.820296_0.796152_0.796337_0.769749_0.772674_0.771675_0.774858_0.776166_0.776219_0.776324_0.785671_0.783850_0.791445_0.780364_0.772216_0.777903_0.793415_0.790986_0.799278_,-296.886810_-2181.529297_-1229.850098_0.000000_-693.355591_-2366.000977_-1785.646851_-1011.922791_-909.198486_-752.107971_-932.108826_-1196.056396_-2934.744873_-642.601990_-82.317299_-1411.770142_-3362.538818_-2295.280518_-2592.808594_-2495.427002_-5317.9,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.70003,0.500000_0.250000_0.500642_0.478558_0.697396_0.595134_0.559750_0.590214_0.619987_0.635369_0.564554_0.666290_0.662525_0.667715_0.740307_0.687584_0.758225_0.743216_0.756010_0.720911_0.753106_0.755207_0.736793_0.760054_0.761960_0.761960_0.761960_0.761960_0.761960_0.761960_0.761960_0.761960_0.703166_0.708135_0.736599_0.724730_0.738933_0.721136_0.722083_0.725246_0.737959_0.735813_0.742648_0.732359_0.732401_0.732226_0.719931_0.710955_0.720979_0.713579_0.716369_0.714830_0.707491_0.706966_0.705100_,0.000000_0.000000_0.000000_-385.953400_-1106.076050_0.000000_0.000000_0.000000_0.000000_0.000000_-805.778992_0.000000_-514.340820_0.000000_0.000000_-5375.796387_-5949.091309_-4076.904297_-2760.589844_-7052.859863_-13089.425781_-4702.455078_-5035.685059_-3936.274902_-2901.531982_-5919.258789_-4117.189941_-8013.639160_-6559.542969_-6168.768555_-224.876007_-4115.543945_-3653.871094_-1998.700195_-6000.085938_-3305.375000_-5315.435547_-6245.669434_-4310.340820_-1348.692261_-4523.514648_-2795.417725_-9680.586914_-7051.271973_-4079.766113_-1406.335205_-8664.624023_-7290.374512_-3514.752197_-8918.815430_-12595.916992_-7286.243164_-8482.549805_-6691.097656_-4505.115723_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.744431,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000236_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.001758_0.000670_0.000786_0.000000_0.005834_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-0.000000_0.000000_0.000821_0.000000_0.004469_0.002430_0.002765_0.002555_0.002555_0.003302_0.003302_0.003302_0.003302_0.003302_0.003302_0.003302_0.003302_0.003302_0.003302_0.003302_0.003098_0.003302_0.000400_0.000000_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_-52.012501_-150.334198_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-123.246300_0.000000_-1178.272217_-1210.016113_-1205.329346_-287.840698_-966.357910_-886.901001_-496.421600_-792.769104_-1200.580444_-217.154404_-1097.464355_-1116.796265_-891.460022_-884.259094_-515.503601_-4897.522461_-4547.246582_-4509.377930_-1709.715698_-3851.133301_-4111.675781_-596.644409_-792.769104_-1610.802856_-2901.327148_-5222.649902_-2497.449219_-1431.657593_-884.259094_-5495.369141_-15327.774414_-2283.339844_-2886.174316_-2862.017090_-2767.006104_-1780.014526_-596.644409_-792.769104_-1799.890259_-3423.689209_,0.000000_0.000000_0.000000_2078.423096_1545.741577_1274.883667_1306.619995_1294.441895_1012.969421_621.172180_575.816772_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_311.003143_271.437531_226.270706_248.471832_149.945724_124.590485_44.764423_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
1,0.500000_0.250000_0.215397_0.195474_0.110494_0.055247_0.068076_0.064124_0.074936_0.098896_0.094758_0.176130_0.089913_0.112085_0.097904_0.103843_0.073221_0.091179_0.087952_0.107364_0.086819_0.095289_0.103970_0.098610_0.094498_0.095084_0.095813_0.096167_0.097363_0.093202_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-1521.974976_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-31.588800_0.000000_-3643.436035_0.000000_-2318.501953_-532.888184_-545.137329_-0.000000_-1990.275024_0.000000_-914.239380_0.000000_0.000000_-704.787598_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.911211,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,-3939.000000_-624.000000_-494.000000_-2873.000000_-1898.000000_-3471.000000_-3952.000000_-3991.000000_-1508.000000_-689.000000_-507.000000_-624.000000_-1685.666626_-884.000000_-448.500000_-208.000000_-507.000000_-637.000000_-1040.000000_-676.000000_-598.0,0.000000_0.000000_692.074402_694.744934_779.929993_789.414124_758.114990_783.718506_760.468079_774.424072_776.203247_766.325684_763.558350_671.805359_677.129272_655.523987_655.671265_654.218079_621.538635_592.075928_594.840759_601.659607_594.714355_590.385803_597.758972_594.728577_585.695679_557.042297_525.197266_554.285767_,0,,,,
0.733634,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-13281.000000_-6327.000000_-6327.000000_-13281.000000_-13281.000000_-13281.000000_-22287.000000_-13281.000000_-11571.000000_-5360.588379_-7182.000000_-6076.411133_-9424.000000_-7068.000000_-6327.000000_-5586.000000_-6327.000000_-6327.000000_-9519.000000_-,0.000000_0.000000_-5906.244629_-5855.266602_-5913.514648_-5647.570312_-5616.250488_-5521.953125_-5438.967285_-5489.561523_-5453.640625_-5536.252441_-5514.284668_-5576.411621_-5553.517090_-5411.731934_-5418.357422_-5383.593750_-5304.627930_-5375.476074_-5463.141602_-5353.868652_-5416.947754_-5430.471191_-5484.229980_-5490.699219_-5453.780273_-5472.833984_-5474.565918_-5479.539062_,1,,,,
0.744169,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-8918.000000_-4082.000000_-3258.722900_-11622.000000_-3679.000000_-6318.000000_-6968.000000_-8918.000000_-2938.000000_-2236.000000_-2080.000000_-2366.000000_-4420.000000_-3874.000000_-2171.000000_-2262.000000_-1612.000000_-2574.000000_-2288.000000_-1872.0,0.000000_0.000000_-696.345215_-407.032898_-211.811722_-186.072250_-167.648621_-145.774994_-100.806023_-131.303467_-151.949203_-58.583332_-65.972992_-85.445221_-62.654480_-52.215340_-34.055531_-63.862686_-64.302094_-53.404037_-62.050743_-67.199440_-55.639503_-80.576691_-78.214630_-74.393707_-63.069695_-57.244667_-62.559067_-62.314163_,1,,,,
0.288939,0.500000_0.750000_0.509559_0.754780_0.784142_0.709707_0.539174_0.673970_0.593413_0.574938_0.579066_0.392266_0.565753_0.715717_0.542672_0.637207_0.637672_0.585776_0.557109_0.489432_0.692613_0.639798_0.592887_0.581205_0.566237_0.611442_0.572127_0.561214_0.564161_0.592077_,-7808.000000_0.000000_0.000000_-7808.000000_-7808.000000_-7808.000000_-7808.000000_-7218.312988_-5888.000000_0.000000_-960.000000_0.000000_-3477.333252_-832.000000_0.000000_0.000000_0.000000_0.000000_-3584.000000_0.000000_0.000000_-2453.333252_0.000000_0.,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1,,,,
0.933032,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-27612.000000_-1710.096558_-3168.570557_-14355.426758_-12546.480469_-16682.349609_-22776.000000_-26283.613281_-13026.000000_-8015.747559_-5652.799316_-7419.879395_-6902.387695_-8335.974609_-7215.000000_-696.096497_-3127.947998_-5240.987305_-6109.254883_-3,0.000000_0.000000_-4196.408691_-3254.448486_-3109.090332_-2676.845459_-2504.508545_-2344.647705_-2293.920410_-1872.749023_-1538.986328_-1422.346802_-1302.040894_-1099.431030_-929.249756_-793.418579_-866.993835_-873.840515_-802.953064_-807.392578_-841.471069_-799.732727_-782.108765_-773.489319_-726.189758_-726.022827_-751.219849_-766.053162_-777.919373_-760.052002_,1,,,,
