LB,UB,ObjCoeff,yLP,Dual,RC,yInt
50948.6,51716.8,0.0113636,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,0.000000_-1910.000000_-550.000000_-3330.000000_-4390.000000_-4390.000000_-4390.000000_-3500.000000_0.000000_-480.000000_0.000000_-1350.000000_-960.000000_-1660.000000_-960.000000_-1205.000000_-1050.000000_-960.000000_0.000000_-260.000000_0.000000_-960.000000_-295.000000_-699.829285_-260.000000_-585.241577_-790.000000_-790.000000_0.000000_,0.000000_0.000000_0.000000_-527.556946_-351.606781_-333.639404_-352.818146_-330.191803_-326.438904_-329.622589_-329.198151_-473.191315_-449.892975_-402.605743_-390.037445_-373.599091_-390.556793_-387.646576_-352.751648_-382.827911_-389.094452_-406.317810_-412.438507_-395.018433_-396.316437_-400.978760_-401.827209_-399.306854_-401.006042_,1
50948.6,51716.8,1,0.500000_0.361836_0.680918_0.340459_0.173117_0.107386_0.059303_0.032734_0.034728_0.021502_0.004038_0.076509_0.005150_0.015409_0.006983_0.018162_0.029342_0.011143_0.008994_0.013706_0.016225_0.011042_0.011032_0.012932_0.013125_0.016265_0.016329_0.015385_0.014963_,0.000000_-1420.312500_0.000000_-11044.577148_0.000000_-25816.791016_-16958.945312_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0
50948.6,51716.8,0.704545,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-3780.000000_-7632.000000_-3708.000000_-11952.000000_-6732.000000_-16560.000000_-16128.000000_-3528.000000_-2448.000000_-2484.000000_-2448.000000_-6048.000000_-2376.000000_-6312.000000_-5148.000000_-5004.000000_-6192.000000_-2160.000000_-2376.000000_-2160,0.000000_0.000000_0.000000_-2348.741211_-1394.561279_-1344.368530_-1318.314453_-1254.791138_-1240.558105_-1214.386719_-1196.790771_-1920.714722_-1872.466309_-1912.674438_-1888.304810_-1883.451050_-1902.980469_-1906.895996_-1897.976074_-1891.059326_-1890.240967_-1897.794800_-1901.990112_-1895.505005_-1889.564819_-1900.974609_-1896.588379_-1899.003052_-1901.084351_,1
50948.6,51716.8,0.511364,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_-189.000000_0.000000_-2583.000000_-2583.000000_-2835.000000_-4788.000000_-714.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-399.000000_0.000000_-1512.000000_-987.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_188.291153_124.394135_115.128563_154.832016_145.474701_129.547913_153.497742_168.428558_152.632751_166.377594_163.267471_164.821854_148.765198_137.733521_137.661896_134.248184_134.458267_140.476685_,0
50948.6,51716.8,0.204545,0.500000_0.750000_0.875000_0.515353_0.334497_0.236435_0.469689_0.335079_0.312813_0.312693_0.377068_1.000000_0.361586_0.682549_0.263371_0.558378_0.352865_0.450667_0.442025_0.376626_0.356586_0.513948_0.397186_0.407049_0.433986_0.436640_0.419632_0.418961_0.416656_,0.000000_-2312.402344_0.000000_0.000000_0.000000_-2138.513916_-2041.638428_-1369.601562_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-417.519409_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1
50948.6,51716.8,0.556818,0.500000_0.408197_0.704098_0.816374_0.822465_0.859309_0.749259_0.724116_0.730864_0.764229_0.913038_0.260016_0.402332_0.658921_0.789389_0.740647_0.588680_0.677634_0.765880_0.669165_0.684428_0.699338_0.716952_0.688128_0.710613_0.680664_0.680991_0.683332_0.683943_,0.000000_-3780.000000_-1155.000000_-4235.000000_-2992.500000_-5355.000000_0.000000_-2240.000000_0.000000_-26.176001_0.000000_0.000000_0.000000_-3195.702393_-1401.744019_0.000000_-910.000000_0.000000_0.000000_-13.088000_0.000000_0.000000_0.000000_-400.386810_-70.884003_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1
50948.6,51716.8,0.840909,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-166.500000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_143.864166_55.690708_221.733215_137.739655_118.539047_212.344803_196.822433_157.328278_180.304352_179.439117_180.435074_176.481247_179.768799_162.554581_165.162613_188.580841_204.807678_,0
50948.6,51716.8,1,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-4103.861816_-15571.441406_-5004.886230_-9110.639648_-14062.803711_-21485.013672_-33536.671875_-11927.208984_-390.843994_-553.924805_-488.281586_-3617.459961_-307.944611_-5431.876953_-3866.812256_-4933.700195_-5683.854492_0.000000_-293.132996_0.000000_-48,0.000000_0.000000_-1825.407715_-978.668640_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-6.825702_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1
50948.6,51716.8,0.920455,0.500000_0.250000_0.625000_0.312500_0.162668_0.156400_0.141387_0.145829_0.158837_0.160020_0.174145_1.000000_0.950823_0.442046_0.581943_0.616131_0.412381_0.527886_0.532810_0.524839_0.498222_0.468094_0.538923_0.514538_0.487064_0.527300_0.501717_0.508386_0.498527_,-1872.000000_-4848.000000_-1872.000000_0.000000_-7056.000000_-2064.000000_-7152.000000_-7056.000000_0.000000_-602.873718_0.000000_0.000000_-465.790009_0.000000_-4.862000_0.000000_0.000000_0.000000_0.000000_-208.687607_0.000000_0.000000_-800.053406_-494.52,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-250.172836_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0
50948.6,51716.8,0.136364,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_1.000000_0.200825_0.000000_0.321126_0.039812_0.008399_0.000000_0.019611_0.027924_0.026373_0.022461_0.022532_0.021244_0.018409_0.021070_0.021414_0.021335_0.020836_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-24.601801_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-77.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0
50948.6,51716.8,0.318182,0.500000_0.355739_0.677870_0.838935_0.919467_0.751699_0.834104_0.908739_0.858622_0.879180_1.000000_1.000000_0.781591_1.000000_0.949562_1.000000_0.910465_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-26.000000_-2704.000000_-1326.000000_-2704.000000_-2704.000000_-3016.000000_-5434.000000_-2704.000000_0.000000_-260.000000_0.000000_0.000000_-936.000000_0.000000_-1248.000000_-1378.000000_-1118.000000_0.000000_0.000000_-130.000000_0.000000_0.000000_-338.0,0.000000_0.000000_0.000000_0.000000_-36.826469_0.000000_0.000000_0.000000_0.000000_0.000000_-0.038678_-34.424862_0.000000_-40.487270_0.000000_-8.102380_0.000000_-18.324877_-2.639401_-14.953029_-18.416569_-14.276826_-5.723907_-9.313533_-4.596521_-9.244543_-9.823476_-9.041647_-7.908588_,1
50948.6,51716.8,0.852273,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.033037_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000133_0.000000_0.000000_0.000000_,0.000000_-408.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-456.000000_0.000000_-384.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-408.000000_0.000000_-672.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-408.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_241.561188_69.479187_143.681931_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_212.213516_179.994797_89.200729_0.000000_0.000000_0.000000_0.000000_73.846024_128.916138_,0
50948.6,51716.8,0,0.500000_0.580201_0.790100_0.752258_0.735219_0.797577_0.547026_0.742464_0.799820_0.775673_0.634922_1.000000_1.000000_1.000000_0.736403_0.463069_0.662843_0.552193_0.558040_0.617622_0.682206_0.486603_0.602970_0.592417_0.581392_0.563446_0.580368_0.581039_0.583344_,0.000000_-1930.975220_-8.768310_-58.019100_0.000000_0.000000_-2041.638428_-1932.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-126.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-76.625000_-8.922784_-11.224323_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1
50948.6,51716.8,1,0.500000_0.344496_0.172248_0.086124_0.090386_0.068132_0.034066_0.052755_0.055717_0.027859_0.005501_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-296.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_369.134064_337.443115_316.392212_337.061890_295.887451_313.446472_303.452728_296.204681_258.713135_247.803986_289.265167_307.435516_309.491852_311.534363_,0
50948.6,51716.8,0.0681818,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_52.291626_51.506981_50.703156_50.601837_50.249222_50.144753_49.819988_49.861870_,0
50948.6,51716.8,0.477273,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_242.139191_241.755753_213.467407_207.327667_203.403214_202.251999_215.476746_217.458557_217.814209_,0
50948.6,51716.8,0.420455,0.500000_0.250000_0.125000_0.062500_0.031250_0.050583_0.171446_0.127207_0.063603_0.115105_0.081518_1.000000_0.224091_0.122026_0.016783_0.182657_0.184702_0.211274_0.165618_0.190853_0.185554_0.176522_0.182196_0.176408_0.144865_0.185088_0.179604_0.180985_0.176887_,0.000000_-816.000000_-48.000000_-48.000000_-2472.000000_-816.000000_0.000000_-2472.000000_0.000000_-23.558399_0.000000_0.000000_-48.000000_-115.702400_-122.435997_0.000000_0.000000_-192.000000_-48.000000_-205.087997_0.000000_0.000000_-252.000000_-128.850403_-70.884003_-46.283001_0.000000_-1200.000000_-48.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-55.981602_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0
50948.6,51716.8,0.886364,0.500000_0.434770_0.453247_0.679305_0.710477_0.631945_0.589068_0.615982_0.585622_0.473233_0.577114_0.460331_0.668472_0.585492_0.380619_0.704605_0.428286_0.623475_0.351437_0.303741_0.498692_0.637424_0.447811_0.488950_0.511477_0.411584_0.517129_0.485730_0.528846_,0.000000_0.000000_0.000000_0.000000_0.000000_-360.000000_-3150.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-208.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0
50948.6,51716.8,0.681818,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.375586_0.145340_0.000000_0.000000_0.000000_0.000000_0.000000_0.029248_0.013101_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-401.915802_0.000000_0.000000_0.000000_0.000000_-4.862000_0.000000_0.000000_-253.000000_0.000000_0.000000_0.000000_0.000000_-296.000000_0.000000_-19.448000_-336.000000_0.000000_-1196.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_148.271225_150.090424_131.285477_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_27.852619_39.209461_44.666565_,0
50948.6,51716.8,0.772727,0.500000_0.250000_0.481830_0.740915_0.370457_0.185229_0.204704_0.138885_0.267074_0.152925_0.150771_1.000000_1.000000_0.890055_0.807999_0.431663_0.877483_0.613371_0.402975_0.637338_0.636871_0.589434_0.585648_0.645242_0.635126_0.637534_0.649290_0.640650_0.649522_,0.000000_-2832.000000_-1056.000000_-1136.000000_-5016.000000_-2832.000000_-3120.000000_-3936.000000_0.000000_-832.000000_-262.483185_0.000000_-1328.000000_0.000000_-1456.000000_0.000000_0.000000_-896.000000_0.000000_-624.000000_-262.483185_0.000000_-664.000000_-371.829315_-464.000000_0.000000_0.000000_-1296.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-183.677780_-27.354734_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1
50948.6,51716.8,1,0.500000_0.515885_0.757943_0.878971_0.939486_0.969743_0.984871_0.992436_0.996218_0.998109_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-1419.919189_-12835.944336_-6117.979492_-4833.943359_-20438.367188_-4471.206543_-7221.078125_-16459.832031_-354.979797_-2123.533447_-578.727783_-442.321594_-9552.451172_-1613.951660_-1983.332397_-2874.920166_-61.594681_-5998.074219_-354.979797_-1555.55261,0.000000_0.000000_-1431.541504_-997.992920_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-254.577454_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1
50948.6,51716.8,0.102273,0.500000_0.484499_0.742250_0.871125_0.935562_0.967781_0.983891_0.991945_0.995973_0.997986_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-658.000000_-1526.000000_-658.000000_0.000000_-1225.000000_-1526.000000_-644.000000_-1526.000000_0.000000_-700.000000_0.000000_0.000000_-1092.000000_-84.000000_-644.000000_-1435.000000_0.000000_-602.000000_0.000000_-14.000000_0.000000_-298.666656_-126.000,0.000000_0.000000_0.000000_0.000000_-64.305527_-15.866893_-32.797813_-25.965509_-41.651287_-41.255508_-42.688065_-61.786030_-53.649540_-26.535194_-12.538739_-16.767538_-23.258085_-14.063976_-27.948097_-32.508270_-37.467060_-34.644115_-22.349478_-28.325294_-55.179867_-22.935993_-21.940310_-23.227591_-21.126011_,1
50948.6,51716.8,0.886364,0.500000_0.683835_0.841917_0.920959_0.960479_0.980240_0.990120_0.995060_0.997530_0.998765_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_0.977686_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-3645.439209_-6678.000000_-4242.000000_-4242.000000_-9576.000000_-3981.495117_-2337.291504_-9576.000000_-1753.884033_-2991.743896_-1500.328491_-1420.936035_-5586.000000_-4035.665039_-1856.329468_-2429.857422_-396.328125_-4116.000000_-1753.884033_-1595.596,0.000000_0.000000_0.000000_-1089.442017_-565.303467_-497.108673_-542.729980_-456.685303_-447.190399_-451.521881_-441.008087_-650.080811_-296.622772_-68.687943_-35.257805_0.000000_0.000000_-108.951973_-94.517242_-129.962524_-194.929108_-250.993668_-318.133850_-315.158905_-329.304962_-431.851410_-430.141785_-428.817291_-431.484100_,1
50948.6,51716.8,0.863636,0.500000_0.250000_0.125000_0.562500_0.281250_0.140625_0.070312_0.035156_0.038105_0.070736_0.146568_0.000000_0.174322_0.000000_0.131665_0.323651_0.225952_0.233041_0.139604_0.161747_0.137607_0.106532_0.163213_0.152856_0.143221_0.158692_0.137336_0.145685_0.137034_,-102.000000_-1326.000000_0.000000_0.000000_-1326.000000_-714.000000_-102.000000_-1326.000000_0.000000_-612.000000_0.000000_-2754.000000_-1632.000000_-3366.000000_-2040.000000_-3034.500000_-3060.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0
50948.6,51716.8,0.965909,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,-1134.000000_-21.000000_0.000000_0.000000_0.000000_-1395.647461_0.000000_0.000000_-635.239319_0.000000_0.000000_0.000000_-168.000000_-1272.222778_0.000000_-66.723251_0.000000_0.000000_-697.418823_0.000000_-252.000000_0.000000_0.000000_-607.628784_0.000000,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_291.001617_141.997192_134.203445_137.560455_140.416565_188.999466_199.380966_140.543427_98.174477_101.767670_0.000000_0.000000_0.000000_171.224411_170.053406_0.000000_0.000000_0.000000_147.615891_137.733673_138.390900_140.745987_143.393799_,0
50948.6,51716.8,1,0.500000_0.565230_0.546753_0.320695_0.289523_0.368055_0.410932_0.384018_0.414378_0.526767_0.422886_0.539669_0.331528_0.414508_0.619381_0.295395_0.571714_0.376525_0.648563_0.696259_0.501308_0.362576_0.552189_0.511050_0.488523_0.588416_0.482871_0.514270_0.471154_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-5111.124512_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-466.485199_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1
50948.6,51716.8,0.443182,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_181.140839_205.514877_205.620865_265.263794_279.444519_292.670166_293.924164_293.212555_296.949768_298.625061_299.475281_300.713867_300.246338_299.988434_299.378326_,0
50948.6,51716.8,0.613636,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_-1652.582397_0.000000_0.000000_-4064.000000_-1245.910034_0.000000_-3918.877197_0.000000_-113.971199_-301.624786_0.000000_-1024.000000_-1300.079956_0.000000_-92.566002_0.000000_0.000000_0.000000_0.000000_-163.380096_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0
50948.6,51716.8,0.0340909,0.500000_0.250000_0.125000_0.062500_0.301919_0.150960_0.075480_0.037740_0.161005_0.198650_0.067901_1.000000_0.755940_0.879201_0.100920_0.393951_0.639529_0.389242_0.482933_0.482598_0.526755_0.479932_0.513317_0.317104_0.438498_0.518289_0.502728_0.493546_0.501336_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-203.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-609.000000_0.000000_0.000000_-609.000000_0.000000_-638.000000_-24.601801_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-47.965355_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1
50948.6,51716.8,0.193182,0.500000_0.250000_0.125000_0.062500_0.079149_0.039574_0.136014_0.107229_0.076660_0.131102_0.349158_0.582884_0.501909_0.401191_0.297581_0.390927_0.432492_0.305466_0.483326_0.376657_0.389779_0.441259_0.354746_0.374895_0.390669_0.380919_0.393970_0.388663_0.391670_,-207.000000_0.000000_-18.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-99.000000_-225.000000_-117.000000_0.000000_-153.000000_0.000000_-45.000000_0.000000_-90.000000_-81.000000_-117.000000_-315.000000_-18.000000_0.000000_-315.000000_0.000000_-315.0,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0
