LB,ObjCoeff,Dual,RC,y_lp_sum,ylp,yint
165262,0.344544,0.695229,0.112682,1.14E-12,0,0
165262,0.41119,0.79547,0.235494,4.72E-07,0,0
165262,0.889027,0.984261,0.101204,1.14E-12,0,0
165262,0.988996,0.207463,0.277533,1.14E-12,0,0
165262,0.700093,0.593299,-0.0536687,1.14E-12,0,0
165262,1,0.775938,-0.0536687,0.0686613,0.0687373,0
165262,0.889027,0.473586,-0.0536687,0.684954,0.68332,1
165262,0.466677,0.608149,-0.0950777,0.999993,1,1
165262,0.177774,0.987868,-0.0536687,0.668365,0.665843,1
165262,0.611128,0.987769,-0.0536687,0.246385,0.247943,0
165262,1,0.65182,0.91864,1.14E-12,0,0
165262,0.622288,0.0375056,-0.0536687,0.00881598,0.00837062,0
165262,0.355549,-1.00E+00,-0.707642,1,1,1
165262,0.266739,0.786111,-0.0536687,1.14E-12,0,0
165262,0.311221,0.871096,-0.0536687,0.209135,0.213258,0
165262,0.722257,0.797058,-0.0536687,0.668365,0.665843,1
165262,1,0.446116,0.328841,1.14E-12,0,0
165262,0.244575,0.816738,-0.0536687,1.83E-06,0,0
165262,0.322226,0.127225,-0.385671,1,1,1
165262,0.688934,0.314526,-0.0536687,0.151038,0.150267,0
165262,0.155611,1,-0.0536687,0.84896,0.849733,1
165262,0.811221,0.141768,0.218169,1.14E-12,0,0
165262,1,0.763993,-0.0536687,0.0203672,0.0211018,0
165262,0.533323,0.394312,-0.0536687,0.519868,0.520352,0
165262,0.066801,0.306769,-1.00E+00,1,1,1
165262,0.711252,0.282157,-0.0536687,0.150499,0.150264,0
165262,0.677774,0.251343,-0.0536687,0.52891,0.529028,1
165262,1,0.301554,-0.0536687,1.44E-09,0,0
165262,0.455673,0.612332,-0.0536687,0.532862,0.535076,1
165262,0.688934,0.841744,0.296496,3.53E-06,0,0
165262,0.033323,0.928112,-0.0536687,0.426173,0.42426,1
165262,0.400031,0.746717,-0.0536687,0.0409874,0.0406644,0
165262,0.777898,0.653301,0.16148,1.14E-12,0,0
165262,1,0.650884,0.866644,1.14E-12,0,0
165262,0.211097,0.68521,-0.0536687,0.924822,0.923469,1
165262,0.0223187,0.925535,-0.105635,1,1,1
165262,0.244575,0.363366,-0.32299,1,1,1
165262,0.222257,0.748328,-0.0536687,0.150983,0.150267,0
165262,0.288903,0.871938,-0.0536687,0.247238,0.244861,1
165262,0.522319,0.550921,-0.0536687,0.274135,0.276016,0
167028,1,0.295603,0.104401,0.0465606,0.047209,0
167028,0.91119,0.215786,0.473717,1.19E-06,0,0
167028,0.733416,-0.344214,0.052621,0.999999,1,1
167028,0.744575,-0.492255,0.104401,0.545697,0.544516,1
167028,0.288903,-0.255824,0.104401,0.718183,0.719342,1
167028,0.933354,-0.593847,0.104401,0.281875,0.280658,1
167028,0.688934,0.873215,0.104401,0.125864,0.127616,0
167028,1,0.201765,0.104401,0.0558579,0.0555534,0
167028,0.100124,0.415913,0.104401,0.901968,0.900338,1
167028,0.933354,-0.10357,0.104401,0.0778322,0.0791312,0
167028,0.855549,0.114478,0.104401,0.545615,0.544516,1
167028,0.655611,0.844384,0.104401,0.320697,0.320799,0
167028,1,0.697708,0.104401,1.96E-06,0,0
167028,0.277898,0.3072,-0.10027,0.999999,1,1
167028,0.0111593,0.812942,0.104401,0.121025,0.121075,1
167028,0.133447,0.802227,-0.172943,0.999999,1,1
167028,0.822226,0.326758,0.104401,1.41E-06,0,0
167028,1,0.198763,0.104401,1.19E-06,0,0
167028,0.66677,0.10414,0.104401,0.823051,0.822501,1
167028,0,0.986827,0.104401,0.624014,0.624176,0
167028,0.344544,0.972215,0.104401,1.19E-06,0,0
167028,0.41119,0.551852,0.213272,1.19E-06,0,0
167028,0.889027,0.733261,0.104401,1.19E-06,0,0
167028,0.988996,-0.324822,0.474438,1.19E-06,0,0
167028,0.700093,0.165783,0.258561,1.19E-06,0,0
167028,1,0.536084,0.104401,0.0615548,0.0628046,0
167028,0.889027,0.215719,0.104401,0.545162,0.544516,1
167028,0.466677,0.154821,-0.112864,0.999999,1,1
167028,0.177774,1,0.104401,0.873414,0.871727,1
167028,0.611128,0.93837,0.104401,0.393284,0.392679,0
167028,1,0.965798,0.166878,1.19E-06,0,0
167028,0.622288,-0.508263,0.104401,0.108613,0.111128,0
167028,0.355549,-1.00E+00,-1.00E+00,0.999999,1,1
167028,0.266739,0.651439,0.104401,1.25E-06,0,0
167028,0.311221,0.835939,0.104401,0.133238,0.135067,0
167028,0.722257,0.27995,0.104401,0.873414,0.871727,1
167028,1,0.139048,0.339049,1.19E-06,0,0
167028,0.244575,0.808897,0.104401,0.000178852,0,0
167028,0.322226,-0.844418,-0.321968,0.999999,1,1
167028,0.688934,-0.257889,0.104401,0.376631,0.382302,0
167028,0.155611,0.198868,0.104401,0.823041,0.822501,1
167028,0.811221,-0.438656,0.104401,1.19E-06,0,0
167028,1,0.528763,0.104401,0.000723697,0.000656974,0
167028,0.533323,-0.106373,0.104401,0.661091,0.657874,1
167028,0.066801,-0.753446,-0.542118,0.999999,1,1
167028,0.711252,-0.38208,0.104401,0.170188,0.168234,0
167028,0.677774,-0.510967,0.104401,0.606855,0.608016,1
167028,1,0.690096,0.104401,0.00148963,0.00135347,0
167028,0.455673,-0.00100683,0.104401,0.171546,0.170811,0
167028,0.688934,0.913223,0.104401,2.25E-05,0,0
167028,0.033323,0.798758,0.104401,0.764438,0.76527,1
167028,0.400031,0.734545,0.104401,0.0635736,0.0639192,0
167028,0.777898,0.101119,0.151585,1.19E-06,0,0
167028,1,0.927874,1,1.19E-06,0,0
167028,0.211097,0.368075,0.104401,0.922267,0.920869,1
167028,0.0223187,0.472004,0.0509784,0.999999,1,1
167028,0.244575,-0.524271,-0.135205,0.999999,1,1
167028,0.222257,0.565346,0.104401,0.176923,0.177499,0
167028,0.288903,0.312854,0.104401,0.321066,0.320416,0
167028,0.522319,-0.180568,0.104401,0.265852,0.264696,1
182783,1,1,0.898349,1,1,1
182783,0.911628,0.600921,0.619118,0.999939,1,1
182783,0.733333,-0.623507,-0.920179,0.999939,1,1
182783,0.744961,0.746165,0.800151,0.999939,1,1
182783,0.289147,0.112944,-0.12674,0.999972,1,1
182783,0.933333,0.514201,-0.115813,0.999979,1,1
182783,0.689147,0.693137,0.712222,0.999939,1,1
182783,1,0.776399,0.898349,0.951526,0.952886,1
182783,0.1,0.634833,0.590594,1,1,1
182783,0.933333,0.540305,0.606555,0.999878,1,1
182783,0.855814,-1.00E+00,-1.00E+00,0.999954,1,1
182783,0.655814,0.671846,0.778519,0.999939,1,1
182783,1,1,0.898349,1,1,1
182783,0.277519,0.391759,0.26628,0.999939,1,1
182783,0.0108527,0.691663,0.751476,0.99997,1,1
182783,0.133333,0.911068,0.884146,0.99557,1,1
182783,0.822481,0.743864,0.70491,0.999939,1,1
182783,1,0.999939,0.898349,1,1,1
182783,0.666667,0.112113,-0.023211,1,1,1
182783,0,0.992593,0.898349,0.99408,1,1
182783,0.344186,0.984709,1,0.000305325,0,0
182783,0.410853,0.946375,0.979409,0.000310305,0,0
182783,0.889147,0.618933,0.898349,0.000276592,0,0
182783,0.989147,0.729038,0.882922,0.994215,1,1
182783,0.7,0.706696,0.898349,0.0127657,-3.07E-13,0
182783,1,0.99998,0.898349,1,1,1
182783,0.889147,0.742936,0.727147,0.999939,1,1
182783,0.466667,0.354334,-0.0803354,1,1,1
182783,0.177519,0.678063,0.647694,0.999939,1,1
182783,0.610853,0.837698,0.887044,0.999878,1,1
182783,1,1,0.898349,1,1,1
182783,0.622481,0.859149,0.796506,0.999615,1,1
182783,0.355814,0.0112548,0.00546887,1,1,1
182783,0.266667,0.997363,0.895848,0.99488,1,1
182783,0.310853,0.665572,0.725458,0.999939,1,1
182783,0.722481,0.653001,0.846784,0.999414,1,1
182783,1,1,0.898349,1,1,1
182783,0.244186,0.969571,0.886557,0.999939,1,1
182783,0.322481,0.821767,0.642064,1,1,1
182783,0.689147,0.637889,0.725959,0.999686,1,1
182783,0.155814,0.984423,0.897023,0.991586,1,1
182783,0.811628,0.804842,0.203269,1,1,1
182783,1,1,0.898349,1,1,1
182783,0.533333,-0.294941,-0.551666,1,1,1
182783,0.0666667,0.307635,-0.0603763,1,1,1
182783,0.711628,0.46,0.452286,0.999939,1,1
182783,0.677519,0.722153,0.898349,0.904492,0.91411,1
182783,1,0.93741,0.877044,0.999033,1,1
182783,0.455814,0.738477,0.651738,0.999939,1,1
182783,0.689147,0.11478,0.0428994,1,1,1
182783,0.0333333,0.964015,0.898349,0.0444568,0.0236753,0
182783,0.4,0.942312,0.888444,0.997961,1,1
182783,0.778295,0.721116,0.898349,0.000469695,0,0
182783,1,0.393737,0.898349,0.00688703,0.00651162,0
182783,0.210853,0.00973505,-0.455516,1,1,1
182783,0.0224806,0.697042,0.523185,1,1,1
182783,0.244186,0.172754,-0.199188,1,1,1
182783,0.222481,0.613764,0.494243,0.99994,1,1
182783,0.289147,0.0776426,0.142775,0.999989,1,1
182783,0.522481,0.759998,0.220711,0.999988,1,1
188834,1,0.98541,0.915508,1,1,1
188834,0.911628,0.659065,0.640065,0.999939,1,1
188834,0.733333,-0.893611,-0.798164,0.999939,1,1
188834,0.744961,0.604239,0.797003,0.999939,1,1
188834,0.289147,0.285952,0.0442106,0.999939,1,1
188834,0.933333,0.0474277,-0.0375991,0.999997,1,1
188834,0.689147,0.545009,0.665269,0.999939,1,1
188834,1,0.687766,0.915508,0.910354,0.911023,1
188834,0.1,0.652035,0.598312,1,1,1
188834,0.933333,0.420722,0.600515,0.999939,1,1
188834,0.855814,-0.764716,-1.00E+00,0.999939,1,1
188834,0.655814,0.524759,0.772253,0.999939,1,1
188834,1,1,0.915508,1,1,1
188834,0.277519,0.367539,0.273518,0.999939,1,1
188834,0.0108527,0.827279,0.719425,0.99998,1,1
188834,0.133333,0.961342,0.839744,1,1,1
188834,0.822481,0.790437,0.856737,0.99992,1,1
188834,1,1,0.915508,1,1,1
188834,0.666667,0.425357,0.129836,1,1,1
188834,0,0.989235,0.889443,0.999394,1,1
188834,0.344186,0.977271,0.987025,6.12E-05,0,0
188834,0.410853,0.772178,0.923372,0.000305325,0,0
188834,0.889147,0.558642,0.93725,0.000746372,0,0
188834,0.989147,0.731791,0.915508,0.862231,0.85941,1
188834,0.7,0.778364,0.915508,0.748497,0.7407,1
188834,1,1,0.915508,1,1,1
188834,0.889147,0.251034,0.726668,0.999939,1,1
188834,0.466667,-0.421853,-0.0730856,1,1,1
188834,0.177519,0.699624,0.675682,0.999939,1,1
188834,0.610853,0.753071,0.909022,0.999878,1,1
188834,1,1,0.915508,1,1,1
188834,0.622481,0.470633,0.818067,0.999878,1,1
188834,0.355814,-1.00E+00,0.308194,1,1,1
188834,0.266667,0.709082,0.915508,0.917962,0.917367,1
188834,0.310853,0.762979,0.768951,0.999939,1,1
188834,0.722481,0.68985,0.785004,0.998524,1,1
188834,1,0.217249,0.915508,0.250852,0.2593,1
188834,0.244186,0.618995,0.878621,0.999939,1,1
188834,0.322481,0.526344,0.861928,1,1,1
188834,0.689147,0.475724,0.62725,0.999401,1,1
188834,0.155814,0.80723,0.889704,1,1,1
188834,0.811628,0.0722738,0.253325,0.999939,1,1
188834,1,1,0.915508,1,1,1
188834,0.533333,0.0463818,-0.461603,1,1,1
188834,0.0666667,0.537731,-0.00674188,1,1,1
188834,0.711628,0.547159,0.553549,0.999939,1,1
188834,0.677519,0.358331,0.915508,0.847825,0.844326,1
188834,1,0.372803,0.774917,0.999756,1,1
188834,0.455814,0.937036,0.69723,0.999939,1,1
188834,0.689147,0.701416,0.325884,1,1,1
188834,0.0333333,0.981818,0.915508,0.0985123,0.0973752,0
188834,0.4,0.894133,0.909225,0.998816,1,1
188834,0.778295,0.658202,1,0.000665248,0,0
188834,1,0.90198,0.915508,0.0897311,0.0889773,0
188834,0.210853,0.193323,-0.556178,1,1,1
188834,0.0224806,0.461367,0.364475,1,1,1
188834,0.244186,0.0408537,-0.223537,1,1,1
188834,0.222481,0.740072,0.542942,0.999939,1,1
188834,0.289147,0.095175,-0.04939,1,1,1
188834,0.522481,0.662792,0.299047,0.999939,1,1
196948,1,0.999726,0.839495,0.999999,1,1
196948,0.911628,0.57583,0.584142,0.999756,1,1
196948,0.733333,-0.320698,-0.540405,0.999756,1,1
196948,0.744961,0.697842,0.754128,0.999756,1,1
196948,0.289147,0.259565,0.170678,0.999757,1,1
196948,0.933333,0.330235,0.21909,0.999999,1,1
196948,0.689147,0.651914,0.652385,0.999756,1,1
196948,1,0.686777,0.839495,0.960737,0.963505,1
196948,0.1,0.807647,0.637064,0.999999,1,1
196948,0.933333,0.6126,0.598145,0.999756,1,1
196948,0.855814,-1.00E+00,-1.00E+00,0.999756,1,1
196948,0.655814,0.784548,0.723924,0.999756,1,1
196948,1,0.999993,0.687035,0.999999,1,1
196948,0.277519,0.514467,0.299096,0.999757,1,1
196948,0.0108527,0.787797,0.700564,0.999999,1,1
196948,0.133333,0.998563,0.799317,0.999999,1,1
196948,0.822481,0.80389,0.699338,0.999756,1,1
196948,1,1,0.687618,0.999999,1,1
196948,0.666667,0.287198,0.111657,0.999999,1,1
196948,0,0.966049,0.803574,0.999654,1,1
196948,0.344186,0.999824,0.839495,0.000568577,0,0
196948,0.410853,0.967494,0.91403,0.000244737,0,0
196948,0.889147,0.980268,1,0.000754969,0,0
196948,0.989147,0.784365,0.831704,0.995892,1,1
196948,0.7,0.726303,0.839495,0.587282,0.58948,0
196948,1,1,0.770802,0.999999,1,1
196948,0.889147,0.905476,0.658215,0.999756,1,1
196948,0.466667,0.396638,0.0331185,0.999999,1,1
196948,0.177519,0.817356,0.638563,0.999756,1,1
196948,0.610853,0.872054,0.835558,0.999512,1,1
196948,1,0.997322,0.595637,0.999999,1,1
196948,0.622481,0.760162,0.812315,0.99851,1,1
196948,0.355814,0.895783,-0.163512,0.999999,1,1
196948,0.266667,0.971773,0.839495,0.869172,0.86555,1
196948,0.310853,0.712578,0.756896,0.999756,1,1
196948,0.722481,0.791172,0.791514,0.99904,1,1
196948,1,1,0.839495,0.999999,1,1
196948,0.244186,0.99655,0.737644,0.999756,1,1
196948,0.322481,0.943113,0.713027,0.999999,1,1
196948,0.689147,0.840953,0.698698,0.997911,1,1
196948,0.155814,0.997177,0.834254,0.999999,1,1
196948,0.811628,0.640268,0.219796,0.999999,1,1
196948,1,1,0.839495,0.999999,1,1
196948,0.533333,-0.138739,-0.42412,0.999999,1,1
196948,0.0666667,0.496573,0.125008,0.999999,1,1
196948,0.711628,0.624385,0.51751,0.999756,1,1
196948,0.677519,0.954669,0.839495,0.966432,0.969632,1
196948,1,0.878507,0.811233,0.999557,1,1
196948,0.455814,0.822808,0.654461,0.999756,1,1
196948,0.689147,0.436028,0.190235,0.999999,1,1
196948,0.0333333,0.995685,0.839495,0.0462349,0.0359001,0
196948,0.4,0.9124,0.818028,0.998842,1,1
196948,0.778295,0.982962,0.99509,0.00149212,0,0
196948,1,0.999987,0.839495,0.99998,1,1
196948,0.210853,-0.445768,-0.505289,0.999999,1,1
196948,0.0224806,0.529838,0.461475,0.999999,1,1
196948,0.244186,-0.0631187,-0.19938,0.999999,1,1
196948,0.222481,0.614189,0.481341,0.999759,1,1
196948,0.289147,-0.057966,0.210754,0.999833,1,1
196948,0.522481,0.186474,0.24082,0.999757,1,1
491484,1,0.984577,0.365939,0.999699,1,1
491484,0.911113,0.542759,0.365939,0.000300667,0,0
491484,0.733338,0.0625444,0.379973,0.000495846,0,0
491484,0.744498,0.33718,0.365939,0.000301585,0,0
491484,0.288903,0.463568,0.279132,0.999998,1,1
491484,0.933354,0.211998,0.076922,0.999997,1,1
491484,0.688934,0.448131,0.365939,0.000302563,0,0
491484,1,0.9999,0.365939,0.999958,1,1
491484,0.100046,0.763671,0.346371,1,1,1
491484,0.933354,0.660357,0.533811,3.60E-05,0,0
491484,0.855549,-0.411256,0.0351825,1,1,1
491484,0.655611,0.314193,0.365939,0.0230009,0.0216204,0
491484,1,1,0.365939,1,1,1
491484,0.277821,0.296235,0.147616,1,1,1
491484,0.0111593,0.658963,0.336374,0.999191,1,1
491484,0.133369,0.453841,-0.0655204,1,1,1
491484,0.822226,-0.16318,0.365939,0.381676,0.392847,1
491484,1,1,-0.229318,1,1,1
491484,0.666692,-0.480276,-0.109651,0.999999,1,1
491484,0,0.944662,0.315989,0.999995,1,1
491484,0.344467,0.754302,0.490606,8.72E-05,0,0
491484,0.411113,0.64104,0.365939,1.16E-09,0,0
491484,0.888949,0.572999,0.912547,3.54E-05,0,0
491484,0.988918,0.747444,0.455713,1.69E-06,0,0
491484,0.700015,0.378492,0.606351,1.16E-09,0,0
491484,1,1,-0.489111,1,1,1
491484,0.888949,0.321826,0.365939,2.71E-05,0,0
491484,0.466677,0.273469,0.159996,1,1,1
491484,0.177774,0.654297,0.381815,0.000161008,0,0
491484,0.611128,0.911254,1,6.20E-06,0,0
491484,1,1,0.365939,0.999996,1,1
491484,0.622288,0.892519,0.598861,0.000110491,0,0
491484,0.355549,-0.0348919,-0.167609,1,1,1
491484,0.266662,0.548711,0.365939,0.891323,0.875575,1
491484,0.311144,0.629159,0.501638,6.68E-06,0,0
491484,0.722257,0.478709,0.554277,2.61E-05,0,0
491484,1,0.460694,0.365939,0.999974,1,1
491484,0.244498,0.702457,0.365939,0.593386,0.591474,0
491484,0.322226,0.599592,0.225884,0.999839,1,1
491484,0.688934,0.271041,0.365939,0.370153,0.37284,0
491484,0.155611,0.744782,0.359792,1,1,1
491484,0.811144,0.248327,0.365939,0.916467,0.91776,1
491484,1,0.958433,-0.375433,1,1,1
491484,0.533323,-1.00E+00,-1.00E+00,1,1,1
491484,0.0667235,-0.203887,-0.609082,1,1,1
491484,0.711175,0.147403,0.463628,3.10E-06,0,0
491484,0.677774,0.429653,0.365939,0.236312,0.235862,1
491484,1,0.294941,0.365939,0.999911,1,1
491484,0.455595,0.3312,0.365939,0.118492,0.10598,1
491484,0.688934,-0.411991,-0.0583285,1,1,1
491484,0.033323,0.951583,0.365939,0.822327,0.866502,1
491484,0.400031,0.802239,0.365939,0.607639,0.609627,1
491484,0.777821,0.317976,0.998548,1.16E-09,0,0
491484,1,0.573238,0.365939,0.156064,0.154511,0
491484,0.211097,0.286696,-0.255652,1,1,1
491484,0.0222412,0.734627,0.346129,1,1,1
491484,0.244498,0.332099,0.0407553,1,1,1
491484,0.222257,0.608834,0.365939,0.997984,1,0
491484,0.288903,0.241786,0.361947,0.999326,1,1
491484,0.522241,0.729473,0.365939,0.843911,0.845489,1
498307,1,1,0.4896,0.999921,1,1
498307,0.911113,0.375368,1,0.000106065,0,0
498307,0.733338,-0.255812,0.4896,0.003194,0,0
498307,0.744498,0.177401,0.4896,7.28E-05,0,0
498307,0.288903,0.269417,0.396628,0.999994,1,1
498307,0.933354,-0.178173,0.292277,0.999854,1,1
498307,0.688934,0.0436656,0.4896,8.31E-05,0,0
498307,1,0.869989,0.4896,0.998595,1,1
498307,0.100046,0.43469,0.310052,0.999998,1,1
498307,0.933354,0.598653,0.4896,4.66E-09,0,0
498307,0.855549,-0.909501,0.218324,0.999998,1,1
498307,0.655611,-0.513539,0.4896,0.00142954,0,0
498307,1,0.99997,-1.00E+00,1,1,1
498307,0.277821,0.0475662,0.26056,0.999992,1,1
498307,0.0111593,0.613815,0.4896,0.996686,1,1
498307,0.133369,-0.0755944,0.153996,0.999998,1,1
498307,0.822226,-0.572991,0.489969,0.00287361,0,0
498307,1,1,-0.628596,1,1,1
498307,0.666692,-1.00E+00,-0.00706762,0.999993,1,1
498307,0,0.980771,0.4896,0.99924,1,1
498307,0.344467,0.427619,0.608447,4.66E-09,0,0
498307,0.411113,0.715694,0.808984,4.66E-09,0,0
498307,0.888949,-0.422516,0.4896,0.000555181,0,0
498307,0.988918,0.716442,0.4896,0.00140105,0,0
498307,0.700015,-0.0627078,0.4896,0.000264664,0,0
498307,1,1,0.4896,1,1,1
498307,0.888949,0.326157,0.4896,0.000573,0,0
498307,0.466677,-0.0478774,0.305554,0.999998,1,1
498307,0.177774,0.687737,0.4896,0.000662398,0,0
498307,0.611128,0.840454,0.785294,1.47E-06,0,0
498307,1,0.937147,0.4896,0.999975,1,1
498307,0.622288,0.564142,0.788181,0.000291721,0,0
498307,0.355549,-0.319682,0.327197,0.999998,1,1
498307,0.266662,0.68164,0.4896,0.998162,1,1
498307,0.311144,0.216508,0.4896,1.94E-05,0,0
498307,0.722257,0.398501,0.4896,2.53E-06,0,0
498307,1,-0.338915,0.4896,0.999424,1,1
498307,0.244498,0.484419,0.4896,0.00327148,0,1
498307,0.322226,0.30242,0.454958,0.998971,1,1
498307,0.688934,0.355932,0.4896,0.41846,0.415398,0
498307,0.155611,0.655251,0.476828,0.999989,1,1
498307,0.811144,-0.244629,0.4896,0.609924,0.613486,0
498307,1,0.999992,-0.965911,1,1,1
498307,0.533323,-0.628212,-0.679339,0.999998,1,1
498307,0.0667235,-0.117206,-0.500812,0.999998,1,1
498307,0.711175,0.430787,0.4896,0.0816278,0.0771088,0
498307,0.677774,0.305077,0.4896,0.620116,0.623202,0
498307,1,-0.568315,0.011259,0.99972,1,1
498307,0.455595,0.410895,0.519728,0.000460106,0,1
498307,0.688934,-0.070966,-0.00739828,0.999998,1,1
498307,0.033323,0.898927,0.4896,0.344992,0.352947,1
498307,0.400031,0.602322,0.4896,0.620155,0.623202,0
498307,0.777821,0.645144,0.81936,4.66E-09,0,0
498307,1,0.86118,0.4896,0.29822,0.29969,1
498307,0.211097,0.0617598,-0.19389,0.999998,1,1
498307,0.0222412,0.622791,0.244094,0.999998,1,1
498307,0.244498,0.129063,0.0806851,0.999998,1,1
498307,0.222257,0.505229,0.464637,0.999993,1,1
498307,0.288903,0.305146,0.119426,0.999998,1,1
498307,0.522241,0.619249,0.4896,0.487737,0.486025,0
517286,1,0.883881,0.299689,0.999868,1,1
517286,0.911113,0.431501,0.342867,0.000145581,0,0
517286,0.733338,-0.018879,0.299689,0.00224203,0,0
517286,0.744498,0.0946958,0.299689,0.00021385,0,0
517286,0.288903,0.358687,0.22566,0.999967,1,1
517286,0.933354,-0.094156,0.0906635,0.999933,1,1
517286,0.688934,0.00192619,0.299689,0.000125793,0,0
517286,1,0.50081,0.299689,0.998631,1,1
517286,0.100046,0.533703,0.252992,0.999996,1,1
517286,0.933354,0.416211,0.832534,9.31E-09,0,0
517286,0.855549,-0.492414,0.101529,0.999996,1,1
517286,0.655611,0.208318,0.299689,0.00168785,1.81E-13,0
517286,1,1,-1.00E+00,1,1,1
517286,0.277821,0.196943,0.136864,0.999996,1,1
517286,0.0111593,0.729052,0.271868,0.997428,1,1
517286,0.133369,0.476723,0.0391789,1,1,1
517286,0.822226,-0.250665,0.299689,0.372853,0.368583,0
517286,1,0.883881,-0.867138,1,1,1
517286,0.666692,-0.559858,-0.0439368,0.999993,1,1
517286,0,0.724516,0.283024,0.999996,1,1
517286,0.344467,0.666477,0.464736,2.10E-07,0,0
517286,0.411113,0.674754,0.601704,9.31E-09,0,0
517286,0.888949,-0.419337,0.299689,7.81E-05,0,0
517286,0.988918,0.567511,0.299689,0.00135833,1.81E-13,0
517286,0.700015,0.167793,0.425672,4.83E-06,0,0
517286,1,0.881048,0.299689,1,1,1
517286,0.888949,0.375466,0.299689,9.53E-05,0,0
517286,0.466677,0.148445,0.112783,0.999996,1,1
517286,0.177774,0.646738,0.304386,0.000153319,0,0
517286,0.611128,0.57992,0.468238,9.31E-09,0,0
517286,1,0.865305,0.299689,0.999936,1,1
517286,0.622288,0.860308,1,3.71E-05,0,0
517286,0.355549,0.325618,-0.0947702,0.999996,1,1
517286,0.266662,0.630248,0.299689,0.998954,1,1
517286,0.311144,0.639122,0.490383,6.77E-06,0,0
517286,0.722257,0.534944,0.299689,6.44E-05,0,0
517286,1,0.883881,0.299689,0.999922,1,1
517286,0.244498,0.613518,0.299689,0.331919,0.32418,1
517286,0.322226,0.565444,0.222885,0.995765,1,1
517286,0.688934,0.170162,0.299689,0.665135,0.685159,0
517286,0.155611,0.651598,0.289806,0.999996,1,1
517286,0.811144,0.0456617,0.299689,0.852296,0.847236,1
517286,1,0.863452,0.299689,0.999973,1,1
517286,0.533323,-1.00E+00,-0.588484,0.999996,1,1
517286,0.0667235,-0.182775,-0.446784,0.999998,1,1
517286,0.711175,0.188582,0.299689,8.18E-05,0,0
517286,0.677774,0.338242,0.299689,0.309253,0.309209,0
517286,1,0.646675,0.299689,0.999623,1,1
517286,0.455595,0.235075,0.299689,0.00196205,0,0
517286,0.688934,-0.421889,-0.0940489,0.999996,1,1
517286,0.033323,0.771307,0.290446,0.998469,1,1
517286,0.400031,0.37055,0.299689,0.00527247,0,0
517286,0.777821,0.394,0.979518,9.31E-09,0,0
517286,1,0.883881,0.299689,0.999845,1,1
517286,0.211097,-0.114882,-0.191977,0.999996,1,1
517286,0.0222412,0.566803,0.192573,0.999996,1,1
517286,0.244498,0.0452845,-0.0151174,0.999996,1,1
517286,0.222257,0.407273,0.28195,0.999979,1,1
517286,0.288903,-0.180149,0.140247,0.999996,1,1
517286,0.522241,0.304102,0.299689,0.000185708,0,0
462128,1,0.376248,1,1.75E-06,0,0
462128,0.383727,0.622102,1,0.609576,0.609937,1
462128,0.651158,0.365047,1,0.439229,0.437695,0
462128,0.767453,0.365377,1,0.56878,0.566817,1
462128,0.39537,0.524328,1,0.991987,0.995489,1
462128,1,1,1,1,1,1
462128,0,0.875358,0.473194,1,1,1
462128,1,0.545978,1,8.06E-11,0,0
462128,0.441852,0.410437,1,0.765395,0.76529,1
462128,0.790695,0.583774,1,7.28E-11,0,0
462128,0.744212,0.552037,1,7.28E-11,0,0
462128,0.418611,0.472584,1,0.87463,0.874625,1
462128,0.441852,0.682214,1,7.28E-11,0,0
462128,0.90699,0.523609,1,0.220654,0.21773,0
462128,0.453495,0.468988,1,0.752724,0.750743,1
462128,0.709328,0.138175,1,0.186828,0.188934,0
462128,1,0.734262,1,7.28E-11,0,0
462128,0.767453,0.187882,1,0.000120008,0,0
462128,0.860463,0.296165,1,1.18E-10,0,0
462128,0.39537,0.108057,1,0.846791,0.844019,1
462128,0.0814117,0.873671,1,0.153083,0.155981,1
462128,0.558148,0.0675633,1,0.15335,0.156299,0
462128,1,0.199783,1,7.28E-11,0,0
462128,0.174421,0.557319,1,0.364831,0.363822,1
462128,0.267431,0.305988,1,2.29E-10,0,0
462128,0.441852,-0.3364,1,0.758308,0.75899,1
462128,0.0697685,0.551625,0.466386,1,1,1
462128,1,0.326567,1,9.95E-11,0,0
462128,0.0930096,0.810466,-0.558698,1,1,1
462128,0.0232411,0.820009,1,0.408552,0.413242,1
462128,0.953518,-0.447832,1,0.0851664,0.0868233,0
462128,0.813981,0.514936,1,0.345949,0.34636,0
462128,0.337199,0.426933,1,0.568817,0.566817,1
462128,1,-0.148584,1,9.90E-11,0,0
462128,0.988357,-1,1,5.64E-05,0,0
462128,0.453495,0.812645,1,0.390304,0.390063,0
462128,0.348842,0.153305,1,0.46346,0.464777,1
462128,0.430209,0.962132,1,0.274532,0.270484,0
462128,0.0348842,0.608456,1,0.936197,0.93921,1
462128,0.63956,-0.0887683,1,0.0607131,0.0604123,0
462128,0.872106,-0.299624,1,0.0751234,0.0759494,0
462128,1,0.814632,1,9.90E-11,0,0
462128,0.581389,0.499286,1,0.390304,0.390063,0
462128,0.337199,0.430937,1,0.939285,0.939588,1
462128,0.848865,0.0869434,1,7.28E-11,0,0
462128,0.569746,0.754839,1,9.76E-11,0,0
462128,0.453495,0.602054,1,0.609696,0.609937,1
462128,1,-0.0737168,1,7.75E-11,0,0
462128,0.360486,0.294394,1,0.274391,0.270381,0
462128,0.104653,0.724132,1,0.538428,0.540551,1
