LB,ObjCoeff,Dual,y_lp_sum,RC,ylp,yint
55470.2,2162,-3.96E-05,0.993607,0,1,1
55470.2,4084,0,0.00244141,0,0,0
55470.2,6005,0,0.00244141,0,0,0
55470.2,3783,-0.00642563,0.99707,-174.411,1,1
55470.2,5405,0,0.00244141,0,0,0
55470.2,1982,-0.00297703,0.984863,0,1,1
44069.3,3003,-0.000632444,9.54E-06,1910.25,0,0
44069.3,1231,-0.000322232,9.67E-05,474.689,0,0
44069.3,1892,-0.000156984,0.00024465,0,0,0
44069.3,1862,-0.000170558,0.130026,0,0.129472,0
44069.3,1231,-0.00692652,0.999989,-2271.68,1,1
44069.3,2072,-0.000398063,9.54E-06,1034.87,0,0
44069.3,2102,-0.000686831,0.000417255,0,0.00010036,0
44069.3,2582,-0.000230789,9.54E-06,1266.97,0,0
44069.3,391,-4.56E-08,0.869617,0,0.870427,1
44069.3,3003,-0.000937442,9.54E-06,2435.07,0,0
44069.3,2222,-0.000118894,0.998143,0,0.998806,1
44069.3,1712,-0.00140752,9.54E-06,472.827,0,0
44069.3,901,-0.00157917,0.974121,0,0.975944,1
44069.3,1832,-0.00125681,9.54E-06,957.357,0,0
44069.3,2582,-0.000944364,9.54E-06,0,0,0
44069.3,3003,-0.00176017,0.00113628,0,0.00109412,0
44069.3,2793,-0.00562706,0.128186,0,0.12781,0
44069.3,721,-0.000535872,0.00259894,0,0.000922797,0
44069.3,1201,-0.00223074,0.869032,0,0.870528,1
44069.3,2613,-0.00279453,9.54E-06,946.823,0,0
44069.3,361,-9.19E-05,0.000802048,0,0.000590807,0
44069.3,3003,-0.000637109,9.54E-06,1924.71,0,0
44069.3,541,-0.000381705,2.56E-05,0,0,1
44069.3,1622,-0.000546369,9.54E-06,1083.74,0,0
44069.3,1472,-0.00260419,0.0258209,0,0.0240156,0
44069.3,2703,-0.00312856,0.000945752,0,0,0
44069.3,2162,-0.000313255,9.54E-06,1921.02,0,0
44069.3,2402,-0.00253558,4.79E-05,525.359,0,0
44069.3,3003,-0.00182856,9.54E-06,465.944,0,0
44069.3,631,-0.000542458,0.974364,0,0.976064,1
44069.3,2703,-0.00259026,0.973942,0,0.975984,1
44069.3,2643,-0.00147023,9.54E-06,0,0,0
44069.3,2913,-0.00206813,0.026056,0,0.0240156,0
44069.3,3003,-0.000410844,9.54E-06,1540.55,0,0
44069.3,1532,-2.30E-05,9.54E-06,1203.9,0,0
44069.3,1982,-0.000256254,9.54E-06,636.781,0,0
44069.3,451,-0.00109903,0.130901,0,0.129456,0
44069.3,871,-0.000896764,0.868675,0,0.870427,1
44069.3,3003,-0.00016009,9.54E-06,2223.28,0,0
44069.3,1442,-5.35E-05,9.54E-06,754.736,0,0
44069.3,2883,-0.00439294,0.164117,0,0.164734,0
44069.3,451,-0.000545077,0.869618,0,0.870995,1
44069.3,1802,-0.000768152,9.54E-06,1131.68,0,0
44069.3,3003,-9.59E-05,9.54E-06,0,0,0
44069.3,1712,-0.00215618,0.132595,0,0.129456,0
44069.3,1802,-0.00102725,1.36E-05,491.458,0,0
44069.3,1291,-0.00064662,0.999989,0,1,1
44069.3,1712,-0.00186878,0.000336234,0,9.29E-05,0
44069.3,1141,-4.85E-07,0.000706854,0,0.00010036,0
44069.3,1442,-0.000934632,9.54E-06,0,0,0
44069.3,1231,-0.000709395,9.54E-06,311.715,0,0
44069.3,3003,-6.82E-05,9.54E-06,0,0,0
44069.3,1502,-0.00211836,0.999989,0,1,1
44069.3,2462,-0.00422271,9.54E-06,0,0,0
44069.3,1081,-0.000805981,0.869075,0,0.870544,1
44069.3,2042,-0.000580526,9.54E-06,1175.26,0,0
44069.3,3003,-0.000604801,9.54E-06,1414.37,0,0
44069.3,1892,-0.000504179,0.999989,0,1,1
44069.3,2703,-0.000812925,3.11E-05,369.392,0,0
44069.3,991,-2.06E-71,0.999967,0,1,1
44781.9,3003,-7.73E-05,1.91E-05,1381.04,0,0
44781.9,1231,-3.28E-05,0.188428,0,0.196635,0
44781.9,1892,-6.40E-05,0.0020708,61.7268,0,0
44781.9,1862,-3.29E-05,0.297222,0,0.297479,0
44781.9,1231,-0.00139659,0.999977,-2192.35,1,1
44781.9,2072,-7.26E-05,1.91E-05,824.014,0,0
44781.9,2102,-0.00013628,1.91E-05,311.472,0,0
44781.9,2582,-0.000826359,1.91E-05,1170.78,0,0
44781.9,391,0,0.51223,0,0.505886,1
44781.9,3003,-0.000795839,1.91E-05,0,0,0
44781.9,2222,-0.00103455,0.786612,0,0.791592,1
44781.9,1712,-0.0001751,1.91E-05,936.555,0,0
44781.9,901,-0.000165052,0.434825,0,0.433412,1
44781.9,1832,-0.000818234,1.91E-05,1224.53,0,0
44781.9,2582,-4.76E-05,1.91E-05,2112.13,0,0
44781.9,3003,-0.00105112,0.0211008,0,0.0117724,0
44781.9,2793,-0.00363447,0.0891061,0,0.0890712,0
44781.9,721,-0.000777624,0.192934,0,0.196635,0
44781.9,1201,-0.00127846,0.702605,0,0.702521,1
44781.9,2613,-0.0005104,6.64E-05,1178.69,0,0
44781.9,361,-0.00104262,0.000421481,0,0,0
44781.9,3003,-0.000197506,1.91E-05,2099.48,0,0
44781.9,541,-0.000782117,6.42E-05,0,0,0
44781.9,1622,-4.65E-05,1.91E-05,1268.07,0,0
44781.9,1472,-0.00298868,0.329926,0,0.329811,0
44781.9,2703,-0.00201512,0.000157707,0,0,0
44781.9,2162,-0.000294672,1.91E-05,1897.17,0,0
44781.9,2402,-0.00378366,0.000593307,225.629,0,0
44781.9,3003,-0.000592613,1.91E-05,356.679,0,0
44781.9,631,-0.000546938,0.516719,0,0.51354,1
44781.9,2703,-0.00275253,0.668019,0,0.670189,1
44781.9,2643,-0.00260645,1.91E-05,0,0,0
44781.9,2913,-0.00123075,0.331977,0,0.329811,0
44781.9,3003,-0.000170399,1.91E-05,0,0,0
44781.9,1532,-6.24E-24,1.91E-05,0,0,0
44781.9,1982,-0.000188684,1.91E-05,693.41,0,0
44781.9,451,-0.000595267,0.296927,0,0.297479,0
44781.9,871,-0.000363532,0.298417,0,0.297479,1
44781.9,3003,-0.000167469,1.91E-05,2416.62,0,0
44781.9,1442,-0.000209471,1.91E-05,1242.81,0,0
44781.9,2883,-0.00439599,0.671341,0,0.662516,0
44781.9,451,-2.49E-05,0.698779,0,0.702521,1
44781.9,1802,-0.00208867,1.91E-05,765.052,0,0
44781.9,3003,-1.84E-08,1.91E-05,0,0,0
44781.9,1712,-0.00181989,0.574304,0,0.566588,1
44781.9,1802,-0.000203268,5.06E-05,246.282,0,0
44781.9,1291,-0.00250986,0.999977,-271.792,1,1
44781.9,1712,-8.53E-05,0.233213,0,0.236777,0
44781.9,1141,-4.40E-28,0.192306,0,0.196635,0
44781.9,1442,-0.000186906,1.91E-05,368.759,0,0
44781.9,1231,-2.84E-05,1.91E-05,455.735,0,0
44781.9,3003,-3.41E-05,1.91E-05,2287.13,0,0
44781.9,1502,-0.00388248,0.999942,-577.817,1,1
44781.9,2462,-0.000178067,0.00033869,146.468,0,0
44781.9,1081,-0.000307117,0.702581,0,0.702521,1
44781.9,2042,-0.00187508,1.91E-05,237.456,0,0
44781.9,3003,-4.95E-05,1.91E-05,1548.62,0,0
44781.9,1892,-0.00476886,0.999977,-1084.07,1,1
44781.9,2703,-0.00050226,0.000211442,0,0,0
44781.9,991,-8.27E-60,0.999785,0,1,1
46830.9,3003,-0.00111328,1.91E-05,1012.68,0,0
46830.9,1231,-1.53E-05,0.00402912,84.5495,0,0
46830.9,1892,-0.000197951,0.00127272,308.529,0,0
46830.9,1862,-0.000447716,0.329293,0,0.331347,0
46830.9,1231,-0.00190394,0.999977,-1240.73,1,1
46830.9,2072,-0.00180093,1.91E-05,465.536,0,0
46830.9,2102,-0.00125166,1.91E-05,143.884,0,0
46830.9,2582,-0.000154378,1.91E-05,1038.85,0,0
46830.9,391,-2.21E-05,0.665346,0,0.668653,1
46830.9,3003,-0.000787997,1.91E-05,2640.42,0,0
46830.9,2222,-3.16E-06,0.999955,0,1,1
46830.9,1712,-3.04E-07,1.91E-05,1093.69,0,0
46830.9,901,-0.00112644,0.570348,0,0.5685,0
46830.9,1832,-0.00113542,1.91E-05,1270.51,0,0
46830.9,2582,-0.000792505,1.91E-05,1991.54,0,0
46830.9,3003,-0.000205125,1.91E-05,282.558,0,0
46830.9,2793,-0.00373197,0.500022,0,0.503017,1
46830.9,721,-0.000149148,0.00164856,0,0,0
46830.9,1201,-0.00057143,0.672563,0,0.668653,1
46830.9,2613,-0.00291977,1.91E-05,1576.76,0,0
46830.9,361,-4.00E-05,0.0015444,0,0,0
46830.9,3003,-0.00104113,1.91E-05,2624.04,0,0
46830.9,541,-1.34E-06,4.15E-05,483.348,0,0
46830.9,1622,-6.98E-05,1.91E-05,1162.67,0,0
46830.9,1472,-0.00122135,0.170174,0,0.17167,1
46830.9,2703,-0.00350728,1.91E-05,0,0,0
46830.9,2162,-0.000872219,1.91E-05,1868.05,0,0
46830.9,2402,-0.00325163,1.91E-05,49.6901,0,0
46830.9,3003,-0.00249257,1.91E-05,379.539,0,0
46830.9,631,-0.0014867,0.738543,0,0.74017,1
46830.9,2703,-0.00198735,0.828569,0,0.82833,0
46830.9,2643,-0.00321975,1.91E-05,0,0,0
46830.9,2913,-0.00291649,0.171427,0,0.17167,1
46830.9,3003,-4.27E-05,1.91E-05,1281.92,0,0
46830.9,1532,-4.80E-05,1.91E-05,409.661,0,0
46830.9,1982,-0.00011492,1.91E-05,802.112,0,0
46830.9,451,-2.31E-13,0.333617,0,0.331347,0
46830.9,871,-0.000139462,0.665237,0,0.668653,1
46830.9,3003,-2.61E-05,1.91E-05,2622.57,0,0
46830.9,1442,-2.98E-05,1.91E-05,1099.92,0,0
46830.9,2883,-0.00480703,0.49934,0,0.503017,1
46830.9,451,-8.27E-06,0.500837,0,0.496983,0
46830.9,1802,-0.000302977,1.91E-05,1454.83,0,0
46830.9,3003,-1.82E-06,1.91E-05,0,0,0
46830.9,1712,-0.00099527,0.581869,0,0.574496,1
46830.9,1802,-0.000107146,0.000505874,145.307,0,0
46830.9,1291,-0.00238259,0.999977,-494.476,1,1
46830.9,1712,-0.00187096,0.255985,0,0.25983,0
46830.9,1141,-5.23E-05,4.15E-05,0,0,0
46830.9,1442,-0.00107951,1.91E-05,81.6331,0,0
46830.9,1231,-1.82E-06,0.161531,0,0.165674,0
46830.9,3003,-5.83E-06,1.91E-05,0,0,0
46830.9,1502,-0.00154403,0.999977,-22.9484,1,1
46830.9,2462,-0.00432201,1.91E-05,476.15,0,0
46830.9,1081,-0.00129901,0.66844,0,0.668653,1
46830.9,2042,-0.0029433,1.91E-05,1006.86,0,0
46830.9,3003,-0.0032718,1.91E-05,575.922,0,0
46830.9,1892,-0.00727556,0.999977,-1305.47,1,1
46830.9,2703,-0.00207078,1.91E-05,0,0,0
46830.9,991,-2.14E-58,0.999977,0,1,1
46441,601,-0.000655404,0.237503,0,0.239392,1
46441,247,-7.35E-05,8.86E-07,71.3569,0,0
46441,379,-0.000967342,1,-85.809,1,1
46441,373,-0.00130158,1,-877.487,1,1
46441,247,-0.00159995,1,-1437.47,1,1
46441,415,-0.000445807,0.0758113,0,0.0792557,0
46441,421,-0.000289113,0.169722,0,0.169576,0
46441,517,-0.000345178,0.603547,0,0.603143,1
46441,79,-0.000560858,1,-337.462,1,1
46441,601,-0.000575911,9.74E-10,168.681,0,0
46441,445,-0.00221117,1,-1970.86,1,1
46441,343,-9.86E-10,0.927044,0,0.929016,1
46441,181,-1.93E-05,0.603611,0,0.608194,1
46441,367,-0.000157002,0.735504,0,0.737464,1
46441,517,-0.000439423,5.82E-10,125.133,0,0
46441,601,-4.99E-97,1,0,1,1
46441,559,-0.000557275,0.363034,0,0.368928,1
46441,145,-1.79E-05,0.0170626,0,0.019204,0
46441,241,-7.31E-05,0.999987,-3.50724,1,1
46441,523,-0.000306811,4.54E-06,0,0,0
46441,73,-2.38E-06,0.853979,0,0.849533,1
46441,601,-0.000235018,1.32E-09,273.513,0,0
46441,109,-1.10E-07,5.82E-10,104.736,0,0
46441,325,-4.69E-06,0.00029309,0,0.000306914,0
46441,295,-0.000215428,0.173801,0,0.167281,0
46441,541,-2.57E-05,0.0618286,0,0.062203,0
46441,433,-0.000657166,6.30E-05,58.2055,0,0
46441,481,-0.000509827,0.799551,0,0.799448,1
46441,601,-2.66E-06,1,0,1,1
46441,127,-9.34E-05,0.999758,0,1,1
46441,541,-0.000620495,1,-174.828,1,1
46441,529,-0.000300674,0.108925,0,0.109639,0
46441,583,-3.22E-05,2.44E-07,193.859,0,0
46441,601,-0.000184685,0.0111272,0,0.00878058,0
46441,307,-0.000180343,8.07E-08,90.0732,0,0
46441,397,-2.46E-05,1.42E-09,370.574,0,0
46441,91,-3.09E-05,0.776788,0,0.78059,1
46441,175,-0.000183412,0.000117293,0,-8.18E-12,1
46441,601,-0.000277003,0.0402651,0,0.0399986,0
46441,289,-3.10E-05,0.00559876,0,0.00351223,0
46441,577,-0.00157067,1,-663.161,1,1
46441,91,-8.27E-06,0.954139,0,0.956489,1
46441,361,-6.63E-05,0.501125,0,0.501458,1
46441,601,-0.000168087,0.0381805,0,0.0376739,0
46441,343,-0.000876036,1,-617.889,1,1
46441,361,-0.000201812,1,-61.9716,1,1
46441,259,-0.00119863,1,-1810.51,1,1
46441,343,-0.000141901,1,-277.597,1,1
46441,229,-0.000260715,1,-102.34,1,1
46441,289,-0.000182359,0.830278,0,0.830424,1
46441,247,-1.56E-06,0.0649794,0,0.0633162,0
46441,601,-0.000477448,0.0317273,0,0.03323,0
46441,301,-0.00554901,1,-4201.53,1,1
46441,493,-0.000811775,0.979269,0,0.975943,1
46441,217,-0.000621052,1,-401.002,1,1
46441,409,-0.000366501,0.145387,0,0.142365,0
46441,601,-3.75E-102,1,0,1,1
46441,379,-0.00385407,1,-2934.17,1,1
46441,541,-0.000730859,0.0334811,0,0.0369588,0
46441,199,-0.000196218,0.976121,0,0.972359,1
47840.4,601,-8.48E-05,0.20853,0,0.208745,0
47840.4,247,-6.29E-06,1.05E-09,29.6311,0,0
47840.4,379,-0.000145361,1,-201.855,1,1
47840.4,373,-0.000841741,1,-996.147,1,1
47840.4,247,-0.00137047,1,-1342.51,1,1
47840.4,415,-8.09E-05,0.105085,0,0.106206,0
47840.4,421,-9.42E-05,0.250647,0,0.250662,1
47840.4,517,-6.33E-05,0.486815,0,0.487594,1
47840.4,79,-0.000193673,1,-342.821,1,1
47840.4,601,-0.000200008,8.74E-14,540.082,0,0
47840.4,445,-0.00179549,1,-2008.08,1,1
47840.4,343,-9.66E-160,0.943057,0,0.941658,1
47840.4,181,-9.45E-06,0.999892,-5.53846,0.999949,1
47840.4,367,-0.000277364,0.497658,0,0.496113,0
47840.4,517,-0.000215564,7.11E-14,87.4714,0,0
47840.4,601,-3.31E-162,1,0,1,1
47840.4,559,-0.00134635,0.430693,0,0.430721,1
47840.4,145,-0.000447395,0.0074717,0,0.00677368,0
47840.4,241,-2.28E-05,1,-19.584,1,1
47840.4,523,-1.43E-06,0.0224388,0,0.0222405,0
47840.4,73,-7.99E-05,0.241305,0,0.241593,1
47840.4,601,-0.000189296,7.11E-14,336.497,0,0
47840.4,109,-1.64E-07,7.11E-14,98.9463,0,0
47840.4,325,-1.75E-05,1.19E-11,53.0002,0,0
47840.4,295,-0.000570502,0.410234,0,0.410412,1
47840.4,541,-3.15E-05,0.0231818,0,0.022391,0
47840.4,433,-0.00051463,1.00E-10,73.2537,0,0
47840.4,481,-0.000640237,0.539162,0,0.541702,1
47840.4,601,-0.0002873,1,0,1,1
47840.4,127,-0.000162313,1,-64.9186,1,1
47840.4,541,-0.00057775,1,-117.469,1,1
47840.4,529,-0.000383996,0.42423,0,0.425147,1
47840.4,583,-6.61E-05,0.00472364,0,0.00486108,0
47840.4,601,-8.99E-05,0.0337608,0,0.0359508,0
47840.4,307,-0.000340666,8.48E-11,31.0506,0,0
47840.4,397,-2.58E-07,7.11E-14,375.395,0,0
47840.4,91,-0.000338639,0.556434,0,0.556909,1
47840.4,175,-0.000301148,0.00803558,0,0.00447225,0
47840.4,601,-0.00103796,0.0330338,0,0.0345762,0
47840.4,289,-0.000117918,0.0245551,0,0.0247787,0
47840.4,577,-0.000252644,1,-465.193,1,1
47840.4,91,-1.77E-05,0.942411,0,0.940645,1
47840.4,361,-6.50E-05,0.331038,0,0.331368,0
47840.4,601,-0.000548732,0.176947,0,0.176938,0
47840.4,343,-0.00175252,1,-902.971,1,1
47840.4,361,-0.00110807,1,-390.475,1,1
47840.4,259,-0.00350564,1,-2040.94,1,1
47840.4,343,-8.79E-05,1,-110.173,1,1
47840.4,229,-0.000368714,1,-138.054,1,1
47840.4,289,-0.000696942,0.891987,0,0.894315,1
47840.4,247,-2.23E-05,0.224663,0,0.218406,0
47840.4,601,-4.86E-05,0.0046085,0,0.00510622,0
47840.4,301,-0.0046025,1,-4406.87,1,1
47840.4,493,-0.00134947,1,-130.468,1,1
47840.4,217,-0.000557658,1,-338.394,1,1
47840.4,409,-0.00022503,0.195487,0,0.194693,0
47840.4,601,-2.10E-86,1,0,1,1
47840.4,379,-0.00368136,1,-2637.42,1,1
47840.4,541,-0.000353921,3.05E-07,0,0,0
47840.4,199,-4.03E-05,0.998009,0,0.997794,1
50948.6,601,-0.000272314,0.302154,0,0.299929,1
50948.6,247,-1.62E-05,9.31E-09,64.0193,0,0
50948.6,379,-0.000574932,1,-357.641,1,1
50948.6,373,-0.000516922,1,-1126.91,1,1
50948.6,247,-0.00094936,1,-1549.74,1,1
50948.6,415,-0.000242066,0.0426306,0,0.0434064,0
50948.6,421,-0.000119227,0.698733,0,0.696058,1
50948.6,517,-0.000148092,0.797064,0,0.809973,1
50948.6,79,-0.000312523,1,-400.219,1,1
50948.6,601,-1.62E-05,0.0151849,0,0.0149632,0
50948.6,445,-0.00164091,1,-1898.06,1,1
50948.6,343,-9.50E-06,9.31E-09,138.677,0,0
50948.6,181,-5.68E-06,0.419339,0,0.416656,1
50948.6,367,-9.70E-05,0.684449,0,0.683943,1
50948.6,517,-8.37E-06,9.31E-09,206.099,0,0
50948.6,601,-2.84E-87,1,0,1,1
50948.6,559,-0.00141446,0.503329,0,0.498527,0
50948.6,145,-0.000248365,0.0210233,0,0.020836,0
50948.6,241,-0.000159334,0.999986,-9.0555,1,1
50948.6,523,-0.000189667,1.64E-05,128.219,0,0
50948.6,73,-9.41E-05,0.581233,0,0.583344,1
