LB,ObjCoeff,Dual,y_lp_sum,RC,ylp,yint
50948.6,601,-0.000450814,9.18E-08,311.022,0,0
50948.6,109,-2.69E-06,9.31E-09,49.3899,0,0
50948.6,325,-5.31E-08,9.31E-09,215.685,0,0
50948.6,295,-0.000128287,0.177828,0,0.176887,0
50948.6,541,-6.28E-06,0.507552,0,0.528846,0
50948.6,433,-0.000852587,2.96E-05,38.2282,0,0
50948.6,481,-0.000561933,0.645134,0,0.649522,1
50948.6,601,-6.54E-06,1,0,1,1
50948.6,127,-7.30E-05,1,-10.765,1,1
50948.6,541,-0.000189804,0.999997,-431.667,1,1
50948.6,529,-4.86E-05,0.141183,0,0.137034,0
50948.6,583,-2.16E-05,9.31E-09,139.826,0,0
50948.6,601,-1.25E-05,0.492448,0,0.471154,1
50948.6,307,-6.40E-08,9.31E-09,300.589,0,0
50948.6,397,-2.04E-12,9.31E-09,0,0,0
50948.6,91,-7.98E-06,0.495791,0,0.501336,1
50948.6,175,-2.17E-05,0.390154,0,0.39167,0
50948.6,601,-0.000193011,0.00787646,0,0.00784283,0
50948.6,289,-1.28E-09,0.198175,0,0.196866,0
50948.6,577,-0.00145256,1,-204.406,1,1
50948.6,91,-1.56E-06,0.992127,0,0.992157,1
50948.6,361,-3.38E-05,0.793948,0,0.795291,1
50948.6,601,-8.98E-05,0.143504,0,0.143002,0
50948.6,343,-0.000661928,1,-733.835,1,1
50948.6,361,-0.000102861,1,-378.121,1,1
50948.6,259,-0.000427797,1,-1727.91,1,1
50948.6,343,-0.000148248,1,-168.093,1,1
50948.6,229,-4.80E-05,1,-40.6064,1,1
50948.6,289,-0.000475081,0.99994,0,1,1
50948.6,247,-1.59E-42,0.149045,0,0.149044,1
50948.6,601,-0.00016174,4.41E-08,0,0,0
50948.6,301,-0.00444169,1,-4271.06,1,1
50948.6,493,-0.000152642,0.981754,0,0.981536,1
50948.6,217,-0.000307161,1,-502.308,1,1
50948.6,409,-0.000122902,0.316608,0,0.31463,0
50948.6,601,-5.53E-87,1,0,1,1
50948.6,379,-0.00313147,1,-3142.3,1,1
50948.6,541,-0.000531009,0.173173,0,0.178367,0
50948.6,199,-6.93E-05,1,0,1,1
130916,6005,-0.00249933,0.259206,0,0.258827,0
130916,2462,-0.000916173,2.71E-19,266.685,0,0
130916,3783,-0.00227824,0.169148,0,0.16722,1
130916,3723,-0.0033714,1,-2809.03,1,1
130916,2462,-0.00191108,1,-1488.36,1,1
130916,4144,-0.00168011,0.102949,0,0.102941,1
130916,4204,-0.00182788,0.733394,0,0.733853,1
130916,5164,-0.00189333,2.84E-15,709.079,0,1
130916,781,-0.000357392,1,-517.932,1,1
130916,6005,-0.000828506,0.102101,0,0.102256,0
130916,4444,-0.00198737,0.590125,0,0.590504,1
130916,3423,-0.000229263,0.715051,0,0.714598,0
130916,1802,-0.000809384,0.4687,0,0.468636,0
130916,3663,-0.00281069,0.622858,0,0.62381,1
130916,5164,-0.00132224,2.71E-19,2535.33,0,0
130916,6005,-8.32E-08,1,0,1,1
130916,5585,-0.00160617,2.71E-19,2201.33,0,0
130916,1442,-0.0005225,2.86E-09,809.861,0,0
130916,2402,-0.00039375,0.715051,0,0.714598,0
130916,5225,-0.000831274,2.71E-19,3717.92,0,0
130916,721,-0.00038658,0.736516,0,0.736862,1
130916,6005,-0.00179248,0.0875308,0,0.0881102,0
130916,1081,-0.000257978,2.71E-19,799.913,0,0
130916,3243,-0.000237572,0.011932,0,0.0118936,0
130916,2943,-0.00296154,0.00693431,0,0.0073469,0
130916,5405,-0.000655062,0.00318216,0,0.00317163,0
130916,4324,-0.000731377,2.71E-19,2100.83,0,0
130916,4804,-0.00237017,3.96E-14,727.894,0,0
130916,6005,-2.80E-07,1,0,1,1
130916,1261,-0.000495234,0.264959,0,0.266716,1
130916,5405,-0.00231976,0.853491,0,0.852029,1
130916,5285,-0.0014995,0.144106,0,0.145248,0
130916,5825,-0.00185458,1.87E-09,1148.62,0,0
130916,6005,-0.000225381,0.281767,0,0.28223,1
130916,3063,-0.00128506,2.25E-10,0,0,0
130916,3964,-0.00104856,2.40E-15,762.823,0,0
130916,901,-0.000186008,0.200582,0,0.199718,0
130916,1742,-0.000716038,2.71E-19,353.028,0,0
130916,6005,-0.0021897,0.113529,0,0.113512,0
130916,2883,-0.000441039,0.113527,0,0.113512,1
130916,5765,-0.00193596,0.772944,0,0.772976,0
130916,901,-2.23E-05,1,-78.7154,1,1
130916,3603,-0.000690535,0.772944,0,0.772976,1
130916,6005,-0.00179857,0.0753104,0,0.0752466,0
130916,3423,-0.0013425,0.53421,0,0.531869,0
130916,3603,-0.00124611,0.847145,0,0.849499,1
130916,2582,-0.0011941,1,-1703.74,1,1
130916,3423,-0.00066113,0.912469,0,0.91189,1
130916,2282,-0.00113812,2.71E-19,406.229,0,0
130916,2883,-0.000786229,0.179075,0,0.178037,1
130916,2462,-0.000452704,0.298235,0,0.297557,0
130916,6005,-0.000478065,0.115965,0,0.115703,0
130916,3003,-0.00615708,1,-8162.49,1,1
130916,4924,-0.00107554,0.884035,0,0.884297,1
130916,2162,-0.00119049,0.908688,0,0.909748,1
130916,4084,-0.00124845,0.011932,0,0.0118936,0
130916,6005,-1.07E-06,0.988068,0,0.988106,1
130916,3783,-0.00485017,1,-3460.46,1,1
130916,5405,-0.000828022,0.011932,0,0.0118936,0
130916,1982,-0.000854521,0.66094,0,0.661942,0
133007,6005,-0.00372341,0.543586,0,0.544499,1
133007,2462,-0.000613625,1.46E-10,293.977,0,0
133007,3783,-0.000886148,0.132867,0,0.13136,0
133007,3723,-0.00227737,1,-2564.91,1,1
133007,2462,-0.000926381,1,-1715.11,1,1
133007,4144,-0.000928804,0.226258,0,0.228791,0
133007,4204,-0.000385918,0.71525,0,0.716464,1
133007,5164,-0.00250619,1.46E-10,483.179,0,0
133007,781,-0.000272134,1,-822,1,1
133007,6005,-0.00114446,0.0860936,0,0.0854044,0
133007,4444,-0.000760734,0.983009,0,0.983547,1
133007,3423,-0.000253179,0.637402,0,0.638589,0
133007,1802,-0.000273423,0.553727,0,0.550275,1
133007,3663,-0.00164891,0.486292,0,0.486968,1
133007,5164,-0.00253319,1.46E-10,962.598,0,0
133007,6005,-6.06E-14,1,0,1,1
133007,5585,-0.00384351,1.46E-10,1406.62,0,0
133007,1442,-0.0016959,0.00824565,0,0.00765906,0
133007,2402,-0.00119362,0.637402,0,0.638589,0
133007,5225,-0.00192178,1.46E-10,2553.27,0,0
133007,721,-6.07E-05,0.628335,0,0.625887,1
133007,6005,-0.00163553,0.116176,0,0.115612,0
133007,1081,-0.000127689,1.46E-10,762.709,0,0
133007,3243,-0.0016893,1.46E-10,1104.47,0,0
133007,2943,-0.00183056,0.000138579,0,0,0
133007,5405,-0.00119385,0.00587329,0,0.00587403,0
133007,4324,-0.00220409,1.46E-10,0,0,0
133007,4804,-0.00251499,1.46E-10,505.238,0,0
133007,6005,8.88E-06,1,0,1,1
133007,1261,-0.0011787,0.580327,0,0.578547,1
133007,5405,-0.00261213,0.608875,0,0.609593,0
133007,5285,-0.00259812,0.0568219,0,0.056462,0
133007,5825,-0.00132585,1.46E-10,2868.8,0,0
133007,6005,-0.00168192,0.356725,0,0.355537,1
133007,3063,-0.000835929,1.46E-10,667.16,0,0
133007,3964,-0.00159428,4.42E-06,274.662,0,1
133007,901,-0.00125967,0.294991,0,0.294882,0
133007,1742,-0.00101283,1.52E-07,206.147,0,0
133007,6005,-0.00259913,0.118823,0,0.118686,0
133007,2883,-0.00205371,0.0495247,0,0.0493895,0
133007,5765,-0.0025441,0.831652,0,0.831924,1
133007,901,-0.00130467,0.719498,0,0.715061,1
133007,3603,-0.00151533,0.448404,0,0.45294,1
133007,6005,-0.00282405,0.145407,0,0.145322,0
133007,3423,-0.0020014,0.640789,0,0.637507,1
133007,3603,-0.00198542,0.6433,0,0.644463,1
133007,2582,-0.00515899,1,-3190.11,1,1
133007,3423,-0.00169975,0.85458,0,0.854678,1
133007,2282,-0.00103885,0.0415576,0,0.0405343,0
133007,2883,-0.000720708,0.197819,0,0.197634,1
133007,2462,-0.00163649,0.61523,0,0.616509,0
133007,6005,-0.00453209,0.145059,0,0.145221,0
133007,3003,-0.00341683,1,-7724.17,1,1
133007,4924,-0.00309562,0.688786,0,0.687985,1
133007,2162,-0.00112609,0.637402,0,0.638589,1
133007,4084,-0.00135196,0.166154,0,0.166794,0
133007,6005,-3.81E-113,1,0,1,1
133007,3783,-0.00227516,1,-3545.82,1,1
133007,5405,-0.000811231,1.46E-10,2243.21,0,0
133007,1982,-0.000212014,0.337766,0,0.338524,0
141750,6005,-0.00179525,0.392049,0,0.393269,1
141750,2462,-0.00038655,8.24E-09,613.923,0,0
141750,3783,-0.00203306,0.999828,-120.704,1,0
141750,3723,-0.00243053,1,-3715.98,1,1
141750,2462,-0.00186667,1,-1874.35,1,1
141750,4144,-0.00131063,0.0938667,0,0.0923786,0
141750,4204,-0.00145841,0.302247,0,0.306072,1
141750,5164,-0.0011585,0.130744,0,0.122958,0
141750,781,-0.000937378,1,-736.284,1,1
141750,6005,-0.000439033,0.371626,0,0.37571,1
141750,4444,-0.00139264,0.78983,0,0.796788,1
141750,3423,-0.00049277,0.126176,0,0.125621,0
141750,1802,-0.00192632,0.482543,0,0.478723,0
141750,3663,-0.00159468,0.264099,0,0.266643,0
141750,5164,-0.000366095,7.28E-11,1002.08,0,0
141750,6005,-1.30E-86,1,0,1,1
141750,5585,-0.00170335,7.28E-11,2589.89,0,0
141750,1442,-0.000643923,3.47E-09,0,0,0
141750,2402,-0.00107293,0.078046,0,0.0783344,0
141750,5225,-0.000135639,7.28E-11,3544.39,0,0
141750,721,-0.000502977,0.720353,0,0.722101,1
141750,6005,-5.84E-05,0.257526,0,0.25738,1
141750,1081,-1.53E-53,7.28E-11,0,0,0
141750,3243,-5.50E-05,7.28E-11,1956.42,0,0
141750,2943,-0.00162779,2.05E-07,0,0,0
141750,5405,-8.96E-06,0.492992,0,0.492367,0
141750,4324,-0.000473366,7.28E-11,2776.53,0,0
141750,4804,-0.00140919,7.28E-11,1605.05,0,0
141750,6005,-5.92E-07,1,0,1,1
141750,1261,-0.000682731,0.597049,0,0.601356,0
141750,5405,-0.00329564,0.735884,0,0.733357,1
141750,5285,-0.00134173,0.000147062,1065.77,0,0
141750,5825,-0.000316317,7.28E-11,2996.27,0,0
141750,6005,-7.56E-05,0.507008,0,0.507633,1
141750,3063,-0.00011531,7.28E-11,1468.33,0,0
141750,3964,-0.00173828,5.99E-10,652.497,0,0
141750,901,-0.000289166,0.264132,0,0.266643,0
141750,1742,-0.000320498,7.28E-11,919.026,0,0
141750,6005,-0.00037315,0.227055,0,0.224269,0
141750,2883,-0.000111277,0.0559065,0,0.0578492,0
141750,5765,-0.00329182,0.720353,0,0.722101,1
141750,901,-1.20E-06,0.772945,0,0.775731,1
141750,3603,-0.00160233,0.769631,0,0.771511,1
141750,6005,-0.0014364,0.185781,0,0.18552,0
141750,3423,-0.00115157,0.0811919,0,0.0814678,0
141750,3603,-0.00122336,0.846865,0,0.844907,0
141750,2582,-0.00188891,1,-2174.5,1,1
141750,3423,-0.000640983,1,-152.861,1,1
141750,2282,-0.000799935,7.28E-11,0,0,0
141750,2883,-5.87E-05,0.502198,0,0.498668,1
141750,2462,-6.83E-05,0.583285,0,0.586388,1
141750,6005,-5.69E-05,0.122309,0,0.122095,0
141750,3003,-0.00532171,1,-7080.85,1,1
141750,4924,-0.000305256,0.877691,0,0.877905,1
141750,2162,-0.000964571,1,-396.269,1,0
141750,4084,-0.000424571,8.33E-08,272.259,0,0
141750,6005,-7.47E-74,1,0,1,1
141750,3783,-0.00314886,1,-3530.57,1,1
141750,5405,-0.000913643,7.28E-11,1591.98,0,0
141750,1982,-0.000988684,0.590365,0,0.590687,0
186884,14338,-0.00234429,7.45E-08,7823.77,0,0
186884,13191,-0.00185509,7.45E-08,7375.57,0,0
186884,10897,-0.00315422,0.427636,0,0.432959,0
186884,11041,-0.00169811,0.307316,0,0.298876,0
186884,5162,-0.00132217,0.572363,0,0.567041,1
186884,13478,-0.00156205,7.45E-08,6225.03,0,0
186884,10324,-0.00123595,7.45E-08,0,0,0
186884,14338,-0.00167612,0.096257,0,0.10803,0
186884,2725,-0.000683455,0.872349,0,0.865918,1
186884,13478,-0.00057452,0.00201181,0,0,0
186884,12474,-0.000137242,0.566704,0,0.567041,1
186884,9894,-8.16E-58,0.335027,0,0.324929,0
186884,14338,-0.000299575,7.45E-08,11690.4,0,0
186884,5019,-0.00194714,0.57456,0,0.567041,1
186884,1578,-7.40E-05,0.100544,0,0.10803,1
186884,3155,-0.000497655,0.572349,0,0.567041,1
186884,12044,-0.000508323,7.45E-08,6787.78,0,0
186884,14338,-6.78E-07,7.45E-08,10678.2,0,0
186884,10037,-0.00297303,0.425385,0,0.432959,1
186884,1434,-1.36E-05,0.574555,0,0.567041,0
186884,5879,-0.00041758,7.45E-08,2382.81,0,0
186884,6739,-0.0003862,6.02E-05,0,0,0
186884,12905,-6.40E-05,7.45E-08,5584.49,0,0
186884,14195,-0.00324759,7.45E-08,4266.38,0,0
186884,10467,-0.00104316,7.45E-08,459.081,0,0
186884,14338,-0.000207464,7.45E-08,6302.83,0,0
186884,12905,-0.00355446,0.126105,0,0.134082,0
186884,7456,-0.00156384,0.873824,0,0.865918,1
186884,3728,-0.000323987,0.999886,0,1,1
186884,9320,-0.00155028,7.12E-05,449.162,0,0
186884,14338,-0.0012074,7.45E-08,11370.4,0,0
186884,9464,-0.00124081,7.45E-08,2849.18,0,0
186884,6022,-0.000659303,1,0,1,1
186884,4875,-0.000524987,7.45E-08,2459.75,0,0
186884,5449,-0.000139797,0.00123325,0,0,0
186884,10754,-0.000738351,7.45E-08,3014.17,0,0
186884,14338,-0.000471012,7.45E-08,7671.39,0,0
186884,4589,-0.00138525,7.45E-08,1270.31,0,0
186884,5592,-0.00568042,0.999701,0,1,1
186884,10324,-0.00309474,0.000581696,0,0,0
186884,3442,-0.0023223,0.424955,0,0.432959,1
186884,11901,-0.00737248,7.45E-08,7742.77,0,0
186884,14338,-0.000795891,0.000114048,0,0,0
186884,8316,-0.00106553,0.433296,0,0.432959,1
186884,2295,-0.00208001,0.999554,-677.142,1,1
186884,10611,-0.00260972,0.227291,0,0.242112,0
186884,10180,-0.00193755,0.339299,0,0.324929,0
186884,14338,-0.000364653,7.45E-08,11076,0,0
186884,7313,-0.0008862,0.565948,0,0.567041,1
186884,10324,-0.00165176,7.45E-08,3094.77,0,0
186884,1864,-0.000368543,0.434052,0,0.432959,0
186884,6596,-0.000999161,7.45E-08,1752.63,0,0
186884,11471,-0.000225327,7.45E-08,4648.88,0,0
186884,14338,-0.000227435,7.45E-08,12760.1,0,0
186884,4158,-0.00103321,0.426022,0,0.432959,1
186884,1721,-8.38E-34,0.999886,0,1,1
186884,4589,-0.00265916,0.999372,-389.355,1,1
186884,4302,-0.00149356,0.450864,0,0.432959,0
186884,5162,-1.85E-07,0.124747,0,0.134082,0
186884,8173,-0.00445116,5.50E-05,1222.82,0,0
188494,14338,-0.00170849,7.45E-08,0,0,0
188494,13191,-0.00200078,7.45E-08,0,0,0
188494,10897,-0.00441025,0.397882,0,0.398664,0
188494,11041,-0.00152488,0.202946,0,0.202699,0
188494,5162,-2.29E-05,0.676408,0,0.676479,1
188494,13478,-0.0017352,7.45E-08,0,0,0
188494,10324,-0.00143672,7.45E-08,0,0,0
188494,14338,-0.00254683,0.074577,0,0.0751308,0
188494,2725,-0.000671111,0.797405,0,0.797343,1
188494,13478,-0.00198735,0.000296995,0,8.26E-06,1
188494,12474,-0.00050892,0.602052,0,0.60134,0
188494,9894,-1.26E-08,0.323073,0,0.323521,0
188494,14338,-0.000533799,7.45E-08,0,0,0
188494,5019,-0.00170813,0.632814,0,0.632831,1
188494,1578,-2.37E-05,0.0747002,0,0.0751729,1
188494,3155,-0.00279465,0.676666,0,0.676475,1
188494,12044,-0.00038901,7.45E-08,0,0,0
188494,14338,-0.000149933,7.45E-08,0,0,0
188494,10037,-0.00297501,0.451114,0,0.4507,1
188494,1434,-0.000354589,0.548718,0,0.549297,0
188494,5879,-0.00102485,8.73E-08,1398.71,0,0
188494,6739,-0.000306799,0.000167369,0,2.63E-06,0
188494,12905,-0.000665587,7.45E-08,7628.05,0,0
188494,14195,-0.00381865,7.45E-08,0,0,0
188494,10467,-0.00217823,7.45E-08,110.631,0,0
188494,14338,-0.000552777,7.45E-08,0,0,0
188494,12905,-0.00387327,0.203113,0,0.202676,0
188494,7456,-0.00144711,0.796722,0,0.797324,1
188494,3728,-0.00162644,0.398207,0,0.398664,0
188494,9320,-0.00249307,0.000165313,0,0,0
188494,14338,-0.000833051,7.45E-08,0,0,0
188494,9464,-0.00121753,1.10E-07,0,0,0
188494,6022,-0.00487063,1,-2174.71,1,1
188494,4875,-0.000718713,7.45E-08,0,0,0
188494,5449,-0.000353682,1.40E-07,0,0,0
188494,10754,-0.00109884,7.45E-08,0,0,0
188494,14338,-0.00037551,7.45E-08,8303.28,0,0
188494,4589,-0.000667271,7.45E-08,634.669,0,0
188494,5592,-0.000611617,0.999968,-129.631,1,1
188494,10324,-0.00144353,8.77E-05,0,5.08E-07,0
188494,3442,-0.00194239,0.450968,0,0.4507,1
188494,11901,-0.00263898,7.45E-08,0,0,0
188494,14338,-0.000475607,8.03E-08,0,0,0
188494,8316,-0.000793463,0.397948,0,0.39866,1
188494,2295,-0.001024,0.999945,-234.017,1,1
188494,10611,-0.00160461,0.278072,0,0.277852,0
188494,10180,-0.00195147,0.32398,0,0.323488,0
188494,14338,-0.000736738,7.45E-08,0,0,0
188494,7313,-0.000972676,0.601792,0,0.601336,0
188494,10324,-0.00183575,7.45E-08,0,0,0
188494,1864,-0.000147374,0.398208,0,0.398664,1
188494,6596,-0.00138466,7.45E-08,0,0,0
188494,11471,-0.000405454,7.45E-08,0,0,0
188494,14338,-0.000635308,7.45E-08,0,0,0
188494,4158,-0.00116094,0.549061,0,0.548539,1
188494,1721,-7.69E-53,1,0,1,1
188494,4589,-0.000713836,0.999888,-114.02,1,1
188494,4302,-0.0011899,0.352741,0,0.353346,0
188494,5162,-1.01E-05,0.195006,0,0.195961,1
188494,8173,-0.000324354,4.40E-05,0,8.26E-06,0
190609,14338,-0.00344798,3.73E-08,0,0,0
190609,13191,-0.00286387,3.73E-08,0,0,0
190609,10897,-0.00455555,0.42141,0,0.423822,0
190609,11041,-0.00273322,0.270527,0,0.271467,0
190609,5162,-0.00130929,0.719794,0,0.721317,1
190609,13478,-0.00265754,3.73E-08,6904.35,0,0
190609,10324,-0.00157507,3.73E-08,661.072,0,0
190609,14338,-0.00136731,0.200266,0,0.197503,0
190609,2725,-0.00139162,0.83013,0,0.828183,1
190609,13478,-0.000869448,0.000807057,0,0,0
190609,12474,-0.000297248,0.577773,0,0.576178,1
190609,9894,-8.54E-06,0.221154,0,0.226319,0
190609,14338,-0.000423091,3.73E-08,0,0,0
190609,5019,-0.00193009,0.577297,0,0.576178,1
190609,1578,-7.23E-05,0.279719,0,0.278683,0
190609,3155,-0.00134133,0.720281,0,0.721317,1
190609,12044,-0.000415567,3.73E-08,6249.22,0,0
190609,14338,-0.00023437,3.73E-08,10848.6,0,0
190609,10037,-0.00428364,0.421569,0,0.423822,1
190609,1434,-0.000129172,0.578418,0,0.576178,0
190609,5879,-0.000723554,3.73E-08,2501.12,0,0
190609,6739,-0.000546448,1.28E-05,0,0,0
190609,12905,-0.000498569,3.73E-08,5869.34,0,0
190609,14195,-0.00272796,3.73E-08,0,0,0
190609,10467,-0.00191379,3.73E-08,607.347,0,0
190609,14338,-0.000485166,3.73E-08,6509.16,0,0
190609,12905,-0.0035867,0.152001,0,0.152355,0
190609,7456,-0.00213176,0.847781,0,0.847645,1
190609,3728,-1.11E-05,1,0,1,1
190609,9320,-0.00138792,0.000217079,0,0,0
190609,14338,-0.000611154,3.73E-08,11736.9,0,0
190609,9464,-0.00275918,3.73E-08,0,0,0
190609,6022,-0.00112899,1,0,1,1
190609,4875,-0.000333784,3.73E-08,3271.99,0,0
190609,5449,-0.000235164,0.000326412,0,1.08E-13,0
190609,10754,-0.00103793,3.73E-08,3008.31,0,0
190609,14338,-0.000563293,3.73E-08,8092.39,0,0
190609,4589,-0.00136394,3.73E-08,1594.1,0,0
190609,5592,-0.00354088,0.999833,-514.272,1,1
190609,10324,-0.00225352,0.00015683,1518.17,0,0
190609,3442,-2.08E-05,0.421354,0,0.423822,1
190609,11901,-0.00182887,3.73E-08,8645.52,0,0
190609,14338,-0.000195579,3.73E-08,2742.59,0,0
190609,8316,-0.00102577,0.434175,0,0.437638,1
190609,2295,-0.00106591,0.999954,-407.75,1,1
190609,10611,-0.00209894,0.340629,0,0.336042,0
190609,10180,-0.00143574,0.225195,0,0.226319,0
190609,14338,-0.00123435,3.73E-08,0,0,0
190609,7313,-0.00174698,0.577604,0,0.576178,1
190609,10324,-0.00270205,3.73E-08,2964.22,0,0
190609,1864,-0.000272814,0.422396,0,0.423822,1
190609,6596,-0.00315304,3.73E-08,889.534,0,0
190609,11471,-0.000854105,3.73E-08,0,0,0
190609,14338,-0.000131266,3.73E-08,13447.2,0,0
190609,4158,-0.00152926,0.575902,0,0.576178,1
190609,1721,-0.000209131,1,0,1,1
190609,4589,-0.00203244,1,-136.308,1,1
190609,4302,-0.00124797,0.425999,0,0.423822,0
190609,5162,-0.000110243,0.151373,0,0.152355,0
190609,8173,-0.00392796,0.000169556,0,0,0
158789,7169,-0.00537587,3.26E-06,0,0,0
158789,6596,-0.00124526,9.31E-09,0,0,0
158789,5449,-0.00385099,0.999992,-776.576,1,1
158789,5521,-0.00214705,0.517249,0,0.516753,0
158789,2581,-0.00102095,0.994702,0,0.994875,1
158789,6739,-0.00355697,0.00522354,0,0.0050517,0
158789,5162,-0.000260099,0.265791,0,0.266049,0
158789,7169,-0.000767147,2.62E-05,0,4.41E-07,0
158789,1363,-0.000776384,1,-452.032,1,1
158789,6739,-0.000885326,0.161034,0,0.160912,0
158789,6237,-0.00116177,0.424516,0,0.424683,1
158789,4947,-0.000152608,0.414423,0,0.414405,0
158789,7169,-0.00139557,9.31E-09,4706.21,0,0
158789,2510,-0.00159231,1,-373.13,1,1
158789,789,-0.000182352,0.483536,0,0.483832,0
158789,1578,-0.00168846,1,-1862.79,1,1
158789,6022,-0.00203328,5.87E-06,0,0,0
158789,7169,-0.000872911,9.31E-09,0,0,0
158789,5019,-0.000501182,0.999971,-216.79,1,1
158789,717,-0.000421771,0.424524,0,0.42469,1
158789,2940,-0.000227199,9.31E-09,0,0,0
158789,3370,-0.000739199,6.41E-06,0,1.28E-05,0
158789,6453,-0.000244671,9.31E-09,804.851,0,0
158789,7098,-0.00206228,9.31E-09,1968.46,0,0
158789,5234,-0.00125099,9.31E-09,162.754,0,0
158789,7169,-0.00245524,1.78E-05,0,0,0
158789,6453,-0.00212221,0.424495,0,0.424683,1
158789,3728,-0.00229265,0.999997,-324.597,1,1
158789,1864,-0.000380339,0.734209,0,0.733951,1
158789,4660,-0.0008098,3.44E-06,287.556,0,0
158789,7169,-0.000476613,9.31E-09,2170.74,0,0
158789,4732,-0.00137643,0.0722114,0,0.0727851,0
158789,3011,-0.00159672,1,-1042.91,1,1
158789,2438,-0.000459051,9.31E-09,0,0,0
158789,2725,-0.000456883,0.0690545,0,0.0690818,1
158789,5377,-0.000497827,0.734209,0,0.733951,1
158789,7169,-0.00191303,9.31E-09,0,0,0
158789,2295,-0.00131023,3.94E-06,0,0,0
158789,2796,-0.00176784,1,-1801.36,1,1
158789,5162,-0.00232639,0.125904,0,0.126662,1
158789,1721,-0.000416135,0.999971,0,1,1
158789,5951,-0.00286532,9.31E-09,2283.03,0,0
158789,7169,-0.00162017,9.31E-09,375.002,0,0
158789,4158,-0.00222674,0.56845,0,0.568486,1
158789,1148,-0.0019554,1,-2790.99,1,1
158789,5306,-0.00278023,0.115323,0,0.1148,0
158789,5090,-0.002393,0.527581,0,0.52731,0
158789,7169,-0.00157497,9.31E-09,0,0,0
158789,3657,-0.00161105,0.33659,0,0.336593,1
158789,5162,-0.000685779,2.94E-05,0,0,0
158789,932,-0.000136682,0.570341,0,0.57041,0
158789,3298,-0.00169775,0.093044,0,0.0929968,0
158789,5736,-0.00118243,9.31E-09,715.137,0,0
158789,7169,-0.000983139,9.31E-09,4624.84,0,0
158789,2079,-0.000404776,0.84607,0,0.845914,1
158789,861,-0.000193913,1,-102.763,1,1
158789,2295,-0.00126045,1,-1371.65,1,1
158789,2151,-0.000537307,0.000105277,0,9.13E-06,0
158789,2581,-0.000696193,0.413697,0,0.414166,0
158789,4087,-0.00142079,0.154039,0,0.154089,0
165262,7169,-0.00113883,0.0100199,0,0.01047,1
165262,6596,-0.0010634,1.14E-12,2375.28,0,0
165262,5449,-0.0018399,0.999998,-146.785,1,1
165262,5521,-0.00148788,0.543627,0,0.541881,0
165262,2581,-0.000557787,0.858206,0,0.858562,1
165262,6739,-0.00131624,0.141783,0,0.141438,0
165262,5162,-1.26E-06,0.311268,0,0.313056,0
165262,7169,-0.000792585,0.00012421,0,1.38E-13,0
165262,1363,-0.000598995,0.986544,0,0.989703,1
165262,6739,-0.00126547,0.0751669,0,0.0765314,0
165262,6237,-0.00148841,0.684965,0,0.68332,1
165262,4947,-0.000481018,0.239744,0,0.240149,0
165262,7169,-0.000411222,1.14E-12,3614.3,0,0
165262,2510,-0.000926169,1,-880.554,1,1
165262,789,-6.93E-05,0.245906,0,0.245247,1
165262,1578,-0.000395411,1,-1063.33,1,1
165262,6022,-0.000923547,0.00817408,0,0.00765405,0
165262,7169,-0.00133625,1.14E-12,4727.17,0,0
165262,5019,-0.00197829,0.848965,0,0.849733,1
165262,717,-2.64E-05,0.674858,0,0.67285,0
165262,2940,-0.00065058,1.14E-12,746.312,0,0
165262,3370,-0.000443361,4.72E-07,1297.3,0,0
165262,6453,-3.54E-05,1.14E-12,694.817,0,0
165262,7098,-0.00169949,1.14E-12,1485.9,0,0
165262,5234,-0.000878344,1.14E-12,0,0,0
165262,7169,-0.000483861,0.0686613,0,0.0687373,0
165262,6453,-0.00119977,0.684954,0,0.68332,1
165262,3728,-0.000820894,0.999993,-185.777,1,1
165262,1864,-2.81E-05,0.668365,0,0.665843,1
165262,4660,-2.53E-05,0.246385,0,0.247943,0
165262,7169,-0.000753148,1.14E-12,4362.15,0,0
165262,4732,-0.00216817,0.00881598,0,0.00837062,0
165262,3011,-0.00451404,1,-2933.98,1,1
165262,2438,-0.000442927,1.14E-12,0,0,0
165262,2725,-0.000258913,0.209135,0,0.213258,0
165262,5377,-0.00042364,0.668365,0,0.665843,1
165262,7169,-0.00115283,1.14E-12,1716.09,0,0
165262,2295,-0.000365392,1.83E-06,0,0,0
165262,2796,-0.00184777,1,-1489.49,1,1
165262,5162,-0.00145284,0.151038,0,0.150267,0
165262,1721,-4.57E-08,0.84896,0,0.849733,1
165262,5951,-0.00167762,1.14E-12,1219.57,0,0
165262,7169,-0.000563579,0.0203672,0,0.0211018,0
165262,4158,-0.00140291,0.519868,0,0.520352,0
165262,1148,-0.00160518,1,-4245.61,1,1
165262,5306,-0.00163894,0.150499,0,0.150264,0
165262,5090,-0.00171674,0.52891,0,0.529028,1
165262,7169,-0.00144097,1.44E-09,0,0,0
165262,3657,-0.000865352,0.532862,0,0.535076,1
165262,5162,-0.000340735,3.53E-06,1570.98,0,0
165262,932,-0.000149344,0.426173,0,0.42426,1
165262,3298,-0.000546906,0.0409874,0,0.0406644,0
165262,5736,-0.000719286,1.14E-12,965.242,0,0
165262,7169,-0.000700557,1.14E-12,4128.88,0,0
165262,2079,-0.000732971,0.924822,0,0.923469,1
165262,861,-0.000155157,1,-233.143,1,1
