LB,ObjCoeff,y_lp_sum,Dual,ylp,yint
1.36E+06,1,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_0.704597_1.000000_0.802374_1.000000_1.000000_1.000000_0.829639_1.000000_1.000000_0.943826_1.000000_1.000000_1.000000_0.994265_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,0.000000_0.000000_0.000000_0.000000_-1781.513062_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-230883.468750_-87908.492188_-73499.359375_-118435.539062_-212255.468750_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1,1
1.36E+06,0.433413,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-41920.000000_-41920.000000_-41920.000000_-41920.000000_-41920.000000_-41920.000000_-41920.000000_-41920.000000_-41920.000000_-41920.000000_-41920.000000_-41920.000000_-41920.000000_-41920.000000_-41920.000000_-41920.000000_-41920.000000_-14720.000000_-41,1,1
1.36E+06,0.322181,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-16560.000000_-16560.000000_-16560.000000_-16560.000000_-16560.000000_-16560.000000_-16560.000000_-16560.000000_-16560.000000_-16560.000000_-16560.000000_-16560.000000_-16560.000000_-16560.000000_-16560.000000_-16560.000000_-16560.000000_-8060.000000_-165,1,1
1.36E+06,0.522268,0.500000_0.750000_0.875000_0.937500_0.961538_0.980769_0.974982_0.987491_0.921307_0.888216_0.855124_1.000000_1.000000_0.303272_0.745848_0.636689_0.556109_1.000000_1.000000_0.797727_1.000000_1.000000_1.000000_0.925546_1.000000_1.000000_0.953273_1.000000_1.000000_0.994087_1.000000_1.000000_0.998141_1.000000_,-55086.632812_-54118.359375_-6976.886230_0.000000_-1932.668579_-91519.000000_-33654.000000_-2286.138428_-68515.000000_0.000000_-91519.000000_-20519.000000_-69225.000000_-1351.972290_-91519.000000_-11679.500000_0.000000_0.000000_0.000000_-11857.000000_0.00,1,1
1.36E+06,0.922225,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_1.000000_1.000000_0.000000_0.000000_0.000000_0.000000_0.024553_0.000000_0.000000_0.022161_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.001640_0.000000_0.000000_0.000000_0.000000_,-37412.000000_-40984.000000_-14523.000000_-2867.000000_-2867.000000_-63450.000000_-25145.000000_-11421.000000_-48222.000000_0.000000_-63450.000000_-16450.000000_-48692.000000_-10340.000000_-63450.000000_-10598.500000_0.000000_0.000000_0.000000_-10716.0000,0,0
1.36E+06,0.0445362,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-30464.000000_-29920.000000_-6944.000000_-6944.000000_-6944.000000_-48192.000000_-22112.000000_-4288.000000_0.000000_-3328.000000_0.000000_-16192.000000_-38144.000000_-4096.000000_-48192.000000_-12208.000000_-4992.000000_-4992.000000_-4992.000000_-12288.0,1,1
1.36E+06,1,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_0.986579_0.972350_1.000000_1.000000_0.947305_1.000000_1.000000_1.000000_1.000000_0.913447_1.000000_1.000000_1.000000_1.000000_1.000000_0.999240_1.000000_1.000000_1.000000_1.000000_1.000000_,-3059.260010_0.000000_0.000000_0.000000_0.000000_-16310.944336_0.000000_0.000000_0.000000_0.000000_-114870.601562_0.000000_-19237.740234_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0,1,1
1.36E+06,0.622203,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-28336.000000_-53988.000000_-28336.000000_-28336.000000_-36608.000000_-28336.000000_-80476.000000_-28336.000000_-28336.000000_-33396.000000_-28336.000000_-72336.000000_-28336.000000_-78012.000000_-28336.000000_-28336.000000_-28336.000000_-9636.000000_-283,1,1
1.36E+06,0.588964,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-15180.000000_-15180.000000_-15180.000000_-62106.000000_-27588.000000_-15180.000000_-93390.000000_-17358.000000_-15180.000000_-15180.000000_-15180.000000_-15180.000000_-15180.000000_-15180.000000_-15180.000000_-15180.000000_-15180.000000_-7062.000000_-151,1,1
1.36E+06,0.966544,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-26901.000000_-26901.000000_-26901.000000_-26901.000000_-38745.000000_-26901.000000_-26901.000000_-26901.000000_-26901.000000_-26901.000000_-26901.000000_-26901.000000_-26901.000000_-26901.000000_-26901.000000_-26901.000000_-26901.000000_-1953.000000_-269,1,1
1.36E+06,0.877688,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-88923.867188_-78360.484375_-28006.000000_-27636.421875_-147937.312500_-108325.859375_-55342.000000_-13281.778320_-109947.000000_-109234.109375_-109947.000000_-97753.000000_-88909.000000_-27671.000000_-109947.000000_-15142.000000_0.000000_0.000000_-8844.0,1,1
1.36E+06,0.288942,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-17727.000000_-17404.000000_-8474.000000_-8474.000000_-28253.000000_-28253.000000_-12768.000000_-7847.000000_-28253.000000_-28253.000000_-28253.000000_-28253.000000_-22287.000000_-8474.000000_-28253.000000_-6887.500000_-2603.000000_-1064.000000_-418.00000,1,1
1.36E+06,0.722138,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_1.000000_1.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,-30451.000000_-28527.000000_-4185.393066_0.000000_-37666.000000_-37666.000000_-7511.000000_0.000000_-37666.000000_-37666.000000_-37666.000000_-37666.000000_-31857.000000_-12950.000000_-37666.000000_0.000000_-999.000000_0.000000_0.000000_-4736.000000_0.000,0,0
1.36E+06,1,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-422350.781250_-83430.718750_-56795.316406_-15169.327148_-97945.882812_-146110.203125_-75016.070312_-148188.203125_-113799.398438_0.000000_-1607.179443_-95472.804688_-57003.750000_0.000000_-79144.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.00000,1,1
1.36E+06,0.922225,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_1.000000_1.000000_0.000000_0.000000_0.000000_0.111843_0.236935_0.203168_0.202691_0.708103_0.367973_0.119313_0.260043_0.418201_0.326205_0.243208_0.148330_0.222980_0.225317_0.186589_0.159817_0.184023_0.182239_,-53892.000000_-40554.000000_-15176.309570_-143837.218750_-40554.000000_-40554.000000_-11373.894531_-24723.892578_-40554.000000_-40554.000000_-50382.000000_-214304.390625_-40554.000000_-40554.000000_-40554.000000_0.000000_0.000000_0.000000_0.000000_0.00000,0.182239,-5.96E-13
1.36E+06,0.288942,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-41565.000000_-41565.000000_0.000000_-24735.000000_-41565.000000_-41565.000000_0.000000_-7854.000000_-41565.000000_-41565.000000_-41565.000000_-41565.000000_-41565.000000_-12087.000000_-41565.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.,1,1
1.36E+06,0.855529,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-23580.000000_-21195.000000_-21240.000000_-10080.000000_-18540.000000_-10080.000000_-18270.000000_-10080.000000_-10080.000000_-10080.000000_-10080.000000_-10080.000000_-18540.000000_-13725.000000_-21195.000000_-10080.000000_-10080.000000_-10080.000000_-10,1,1
1.36E+06,0.333261,0.500000_0.250000_0.125000_0.169102_0.084551_0.042275_0.021138_0.010569_0.005284_0.002642_0.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-26496.000000_-68496.000000_-34080.000000_-34080.000000_-68976.000000_-84048.000000_-32976.000000_-34080.000000_-84048.000000_-84048.000000_-84048.000000_-48000.000000_-68976.000000_-22176.000000_-62877.777344_0.000000_-7392.000000_-12816.000000_-6768.000,1,1
1.36E+06,0.388877,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_1.000000_1.000000_0.000000_0.000000_1.000000_0.342378_0.683644_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_0.991601_1.000000_1.000000_1.000000_,-15460.000000_-20060.000000_-5720.000000_-5720.000000_-26540.000000_-26540.000000_-10240.000000_-5060.000000_-26540.000000_-26540.000000_-26540.000000_-26540.000000_-28280.000000_-7340.000000_-26540.000000_-4050.000000_0.000000_0.000000_0.000000_-4100.000,1,1
3.55E+06,1,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_0.634735_0.654719_1.000000_0.806619_0.734877_1.000000_0.814111_1.000000_0.809392_1.000000_1.000000_0.693161_0.929712_1.000000_1.000000_0.910738_0.933224_0.937269_0.934629_0.997448_0.999234_0.993760_1.000000_0.997886_0.999293_1.000000_0.999936_1.000000_1.000000_,-3957.240723_-437.306854_0.000000_0.000000_0.000000_0.000000_0.000000_-3415.489990_0.000000_0.000000_0.000000_-415.950287_0.000000_-88127.695312_-11822.456055_-774024.312500_-203866.500000_-462985.812500_0.000000_0.000000_0.000000_-52469.785156_-142493.96,1,1
3.55E+06,0.155554,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_1.000000_0.000000_1.000000_0.305222_0.000000_0.762430_0.208849_0.008011_0.614025_0.924924_0.000000_0.000000_0.000000_0.255060_0.489962_0.537486_0.010830_0.007649_0.058384_0.000000_0.004399_0.006373_-0.000000_0.000134_0.000976_0.000000_,-5586.000000_-6012.000000_-4986.000000_-4986.000000_-4986.000000_-18255.599609_-4986.000000_-4986.000000_-4986.000000_-4986.000000_-15828.803711_-4986.000000_-4986.000000_-9103.000000_-13870.500000_-60804.000000_-28116.000000_-34338.000000_-27270.000000_-,0,0
3.55E+06,0.922223,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_1.000000_1.000000_1.000000_1.000000_0.000000_0.570514_0.000000_0.794226_0.500240_0.268924_0.435292_1.000000_0.000000_0.254706_0.757274_0.813536_0.294774_0.670572_0.504245_0.831884_0.529710_0.481391_0.412756_0.535292_0.451909_0.441393_0.493961_0.474352_0.493723_,-90211.000000_-90211.000000_-90211.000000_-90211.000000_-90211.000000_-90211.000000_-90211.000000_-90211.000000_-90211.000000_-85783.476562_-90211.000000_-188315.468750_-90211.000000_-103705.609375_-92615.250000_-48262.000000_-48026.000000_-42106.332031_-,0.493723,1
3.55E+06,0.822221,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,-41000.000000_-28500.000000_-28500.000000_-28500.000000_-28500.000000_-28500.000000_-28500.000000_-31475.000000_-28500.000000_-28500.000000_-32517.009766_-32597.222656_-28500.000000_-37090.277344_-34468.750000_-26975.000000_-28500.000000_-28500.000000_-14,0,0
3.55E+06,0.377784,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-77126.000000_-52626.000000_-52626.000000_-52626.000000_-52626.000000_-52626.000000_-52626.000000_-52626.000000_-52626.000000_-52626.000000_-66887.187500_-52626.000000_-52626.000000_-72408.390625_-64324.750000_-49637.000000_-52626.000000_-52626.000000_-24,1,1
3.55E+06,1,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_0.634735_0.713253_1.000000_0.985174_0.952568_0.794044_1.000000_1.000000_0.809392_1.000000_0.996149_1.000000_1.000000_1.000000_1.000000_0.974543_0.992772_1.000000_1.000000_1.000000_0.999234_0.998014_1.000000_0.997886_1.000000_1.000000_1.000000_0.999874_1.000000_,0.000000_-239.820374_-6367.403320_-10079.654297_-0.000000_-96161.398438_0.000000_0.000000_0.000000_0.000000_-110848.500000_-7944.015137_0.000000_-91104.453125_-8003.429199_-177939.343750_-245380.796875_-367384.812500_0.000000_0.000000_0.000000_-62140.035156_-128597.695312_-100748.039062_-64838.183594_-28757.328125_-46887.746094_-93588.140625_-67415.468750_-56888.832031_-49809.636719_-48971.812500_-60748.773438_-115370.734375_-36677.226562_-144921.890625_-169021.593750_-82274.234375_-223543.609375_-163296.250000_,1,1
3.55E+06,0.266658,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_0.457504_0.338300_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_0.996212_0.872606_1.000000_0.999466_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-56350.000000_-56350.000000_-56350.000000_-56350.000000_-56350.000000_-56350.000000_-56350.000000_-56574.000000_-56350.000000_-56350.000000_-58019.535156_-56350.000000_-56350.000000_-60594.722656_-57067.500000_-33985.000000_-20090.000000_-14886.666992_-27,1,1
3.55E+06,0.177779,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,-11518.000000_-11518.000000_-11518.000000_-11518.000000_-11518.000000_-11518.000000_-11518.000000_-13148.200195_-11518.000000_-11518.000000_-20648.914062_-14294.222656_-11518.000000_-40588.167969_-15393.083008_-12454.000000_-14755.000000_-11518.000000_-10,0,0
3.55E+06,0.888896,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.075707_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,-11986.666992_-11687.000000_-25358.000000_-16120.000000_-9920.000000_-55626.398438_-9920.000000_-9920.000000_-9920.000000_-9920.000000_-72770.101562_-9920.000000_-9920.000000_-24100.777344_-34322.167969_-206646.000000_-89590.000000_-111021.335938_-86676.0,0,0
3.55E+06,0.622216,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-97650.000000_-66650.000000_-66650.000000_-66650.000000_-66650.000000_-66650.000000_-66650.000000_-74424.796875_-66650.000000_-66650.000000_-99347.437500_-76811.109375_-66650.000000_-80369.218750_-81452.500000_-27032.000000_-66650.000000_-16099.333008_-30,1,1
3.55E+06,0.877773,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.884386_0.293053_0.000000_0.000000_0.000000_0.000000_0.003851_0.000000_0.000000_0.000000_0.000000_0.052424_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000011_0.000000_,-23642.666016_-34242.000000_-35724.000000_-22776.000000_-22776.000000_-80277.601562_-22776.000000_-36556.000000_-22776.000000_-22776.000000_-133244.343750_-22776.000000_-22776.000000_-50656.667969_-43242.332031_-231348.000000_-76648.000000_-84378.664062_-,1.05E-13,0
3.55E+06,0.288883,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-45280.000000_-45280.000000_-45280.000000_-45280.000000_-45280.000000_-45280.000000_-45280.000000_-45280.000000_-45280.000000_-45280.000000_-46870.761719_-45692.445312_-45280.000000_-55543.109375_-49392.000000_-24832.000000_-22400.000000_-19189.333984_-19,1,1
3.55E+06,0.166656,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_0.985121_0.935517_1.000000_0.542292_0.720426_0.910738_1.000000_1.000000_1.000000_0.897467_0.985859_1.000000_0.957782_0.997886_0.999293_1.000000_0.999132_1.000000_1.000000_,-91052.000000_-91052.000000_-17475.679688_-91052.000000_-91052.000000_-91052.000000_-91052.000000_-91717.601562_-91052.000000_-91052.000000_-93532.453125_-91052.000000_-91052.000000_-91052.000000_-39822.078125_-54080.000000_0.000000_0.000000_-2756.000000_,1,1
3.55E+06,1,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_0.634735_0.664910_0.633055_1.000000_0.734877_0.794044_0.912024_1.000000_0.809392_0.947788_0.997997_0.923247_0.998448_1.000000_1.000000_1.000000_0.898382_0.995398_1.000000_0.997293_0.998303_0.995983_1.000000_0.998900_0.999986_1.000000_1.000000_1.000000_1.000000_,-3601.830078_-22700.599609_-193282.656250_-8719.179688_0.000000_-34915.117188_0.000000_0.000000_0.000000_0.000000_-12624.963867_-3127.620361_0.000000_-58320.945312_-19871.787109_-90154.281250_-32655.687500_-203644.500000_-201550.625000_-290056.156250_-211,1,1
3.55E+06,0.444437,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_1.000000_1.000000_1.000000_1.000000_0.000000_0.000000_0.000000_0.000000_1.000000_1.000000_1.000000_0.769309_0.000000_0.000000_0.000000_0.000000_0.000000_0.084124_0.270647_0.185373_0.000000_0.051709_0.004341_0.010882_0.002061_0.000000_0.000000_0.000000_0.000000_,-40736.000000_-40736.000000_-52224.000000_-40736.000000_-40736.000000_-40736.000000_-40736.000000_-49216.000000_-40736.000000_-40736.000000_-47158.761719_-45980.445312_-40736.000000_-63039.128906_-49680.000000_-38784.000000_-17856.000000_-14645.333008_-22,0,0
3.55E+06,0.888896,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,-43350.000000_-43350.000000_-54120.000000_-43350.000000_-43350.000000_-43350.000000_-43350.000000_-51492.000000_-43350.000000_-43350.000000_-48325.980469_-45033.332031_-43350.000000_-52971.667969_-43965.000000_-62850.000000_-43350.000000_-43350.000000_-26,0,0
3.55E+06,0.966673,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_1.000000_1.000000_1.000000_0.835772_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.070201_0.397043_1.000000_0.706462_0.387760_0.161012_0.072609_0.000000_0.167258_0.287875_0.250176_0.084760_0.000000_0.126267_0.089727_0.003098_0.054595_0.036625_,-82522.000000_-51522.000000_-175522.000000_-51522.000000_-51522.000000_-51522.000000_-51522.000000_-67952.000000_-51522.000000_-51522.000000_-86100.101562_-59003.332031_-51522.000000_-76091.218750_-66324.500000_-47740.000000_-51522.000000_-51522.000000_-3,0.0366252,0
3.55E+06,0.0555519,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-44436.000000_-93744.000000_-107436.000000_-23436.000000_-23436.000000_-54398.398438_-23436.000000_-34566.000000_-23436.000000_-23436.000000_-59935.875000_-30319.333984_-23436.000000_-37242.332031_-35955.500000_-61362.000000_-23436.000000_-23436.000000_-1,1,1
3.55E+06,1,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_0.634735_0.654719_0.747867_0.996955_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_0.923247_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-40555.699219_-67414.531250_-86086.000000_0.000000_-3879.350098_-130179.437500_0.000000_-2429.045410_-33005.488281_0.000000_-108253.093750_-7112.063965_0.000000_-45236.757812_0.000000_-203865.531250_-220017.750000_-99445.757812_-53287.234375_-52312.519531,1,1
3.55E+06,0.355558,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-159767.234375_-99774.000000_-99774.000000_-99774.000000_-99774.000000_-99774.000000_-99774.000000_-100215.601562_-99774.000000_-99774.000000_-103065.375000_-99774.000000_-99774.000000_-99774.000000_-101188.500000_-55683.000000_-28290.000000_-18032.000000,1,1
3.55E+06,0.377784,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_1.000000_1.000000_1.000000_1.000000_0.000000_0.428441_0.000000_0.306839_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.008765_0.006455_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-125028.000000_0.000000_-50832.542969_-107847.000000_-114770.000000_-19438.316406_-50648.898438_-10461.386719_-50442.500000_-103362.000000_-9148.566406_-49123.890625_-37290.863281_-56028.000000_-43945.753906_-16031.802734_-36339.921875_-30865.404297_-45894.042969_-56028.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
