LB,ObjCoeff,y_lp_sum,Dual,ylp,yint
130916,0.54542,0.500000_0.326055_0.608734_0.676638_0.772819_0.646401_0.619683_0.473458_0.571873_0.285936_0.000000_1.000000_1.000000_0.708714_0.904830_0.688758_1.000000_0.922908_0.779674_0.671966_0.901177_0.744053_0.895804_0.963462_0.637025_0.848419_0.789306_0.948302_0.855799_0.909461_0.884125_0.812022_0.900356_0.878967_0.858126_0.859690_0.881463_0.856048_0.888014_0.906384_0.901141_0.969787_0.967954_0.798466_0.865376_0.852943_0.934610_0.837221_0.875127_0.849841_0.804607_0.848729_0.860078_0.844967_0.822412_0.859710_0.847444_0.849341_0.846145_0.843622_0.844409_0.845266_0.844487_0.849499_,-4550.000000_-12600.000000_-2173.807861_-5512.500000_-1652.375732_-1061.903931_-4737.500000_-1142.383179_-1560.686523_-775.188599_-1560.686523_-897.586792_-1600.000000_-938.386230_-3631.504883_-1600.000000_-1285.181152_-5350.000000_-1600.000000_-1142.3831,0.849499,1
130916,0.352195,0.500000_0.682952_0.841476_0.920738_0.960369_0.980184_0.990092_0.995046_0.997523_0.998762_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-3104.664795_-6179.000000_-4995.000000_-3818.115967_-3101.647461_-4440.000000_-2107.990479_-3101.647461_-6068.000000_-3101.647461_-6068.000000_-3101.647461_-3885.000000_-3116.568604_-3885.000000_-3885.000000_-3101.647461_-3885.000000_-3885.000000_-3191.17,1,1
130916,0.511355,0.500000_0.250000_0.125000_0.352080_0.586941_0.625344_0.646228_0.579857_0.557702_0.617083_0.618088_1.000000_0.376257_1.000000_1.000000_1.000000_0.687393_1.000000_0.971182_0.893877_0.895212_0.889313_0.868253_0.930106_0.887586_0.900721_0.922169_0.921140_0.910520_0.915034_0.935036_0.909293_0.923859_0.921224_0.920476_0.920205_0.917487_0.912640_0.903701_0.894188_0.905252_0.895684_1.000000_0.961151_0.930632_0.918184_0.931672_0.915124_0.912969_0.912608_0.920130_0.917782_0.911966_0.909782_0.917692_0.910914_0.912913_0.911531_0.912723_0.913337_0.913067_0.912299_0.913454_0.911890_,-6912.000000_-12720.000000_-2400.000000_-7512.000000_-5376.000000_-171.373001_-6024.000000_-5184.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.00000,0.91189,1
130916,0.29542,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,-2240.000000_-2672.000000_-1400.000000_-1556.000000_-1336.000000_-864.000000_-1336.000000_-768.000000_-1536.000000_-768.000000_-1536.000000_-416.000000_-2120.000000_-880.000000_-1363.970215_-2296.000000_-1776.000000_-979.970215_-2088.000000_-1624.000000_-,0,0
130916,0.40916,0.500000_0.450487_0.510736_0.377381_0.312394_0.244045_0.207314_0.211386_0.141968_0.135531_0.456393_0.000000_1.000000_0.253937_0.150461_0.005296_0.460622_0.382129_0.148688_0.242704_0.143869_0.162299_0.000000_0.185601_0.200329_0.197268_0.242745_0.219877_0.197722_0.218473_0.250334_0.200854_0.213118_0.214384_0.215244_0.212121_0.208803_0.207377_0.170043_0.144899_0.172987_0.134776_0.066212_0.270533_0.261064_0.135855_0.166484_0.156168_0.181315_0.191004_0.199641_0.192866_0.184164_0.177859_0.182339_0.176125_0.180495_0.173337_0.178331_0.181198_0.180733_0.180177_0.180119_0.178037_,-1568.000000_-7497.000000_0.000000_-2180.500000_0.000000_0.000000_-661.500000_0.000000_0.000000_0.000000_0.000000_0.000000_-1014.684021_0.000000_-363.970215_-1014.684021_0.000000_-363.970215_-983.935974_0.000000_-446.690704_-907.065979_-203.996994_-2052.0,0.178037,1
130916,0.329485,0.500000_0.490914_0.416813_0.208406_0.104203_0.052102_0.026051_0.013025_0.118971_0.129669_0.000000_0.967315_0.355874_0.000000_0.233907_0.306792_0.000000_0.099212_0.441275_0.089050_0.136059_0.244379_0.363795_0.095549_0.442155_0.277758_0.264783_0.210969_0.328198_0.280862_0.227011_0.296799_0.221481_0.247367_0.271265_0.269103_0.236690_0.272051_0.292691_0.255864_0.276450_0.155705_0.454087_0.336609_0.229142_0.356128_0.303432_0.410905_0.327987_0.296759_0.351826_0.313717_0.294275_0.288226_0.289216_0.291382_0.297798_0.292094_0.299254_0.300390_0.300854_0.298048_0.298981_0.297557_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-1014.684021_0.000000_-3560.000000_-1014.684021_0.000000_-1320.000000_-983.935974_0.000000_0.000000_-907.065979_0.000000_-1200.000000_-1014.684021_0.000000_-5960.000000_-8120.000000_-1374.567261_0.000000_-5040.000000_-10120.000000_-8560.000000_-40720.000000_0.000000_-8413.283203_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-720.000000_0.000000_0.000000_0.000000_0.000000_-59.895599_0.000000_-1000.000000_0.000000_-1182.240845_-203.000198_,0.297557,0
130916,1,0.500000_0.375609_0.217702_0.236579_0.183790_0.150338_0.136642_0.153562_0.144523_0.172020_0.187849_0.091968_0.050367_0.205026_0.015425_0.201877_0.204786_0.033310_0.155029_0.113608_0.141928_0.130689_0.146652_0.217942_0.097783_0.126361_0.111080_0.128901_0.144122_0.110081_0.141731_0.111008_0.142414_0.132705_0.116612_0.126127_0.123996_0.115706_0.138897_0.128362_0.131446_0.116002_0.144161_0.122391_0.161126_0.154890_0.111063_0.104954_0.107444_0.116051_0.118776_0.118419_0.116942_0.108650_0.130222_0.117010_0.116365_0.116944_0.116147_0.115542_0.115267_0.114872_0.117161_0.115703_,0.000000_0.000000_0.000000_0.000000_0.000000_-37.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-37.000000_0.000000_0.000000_-1036.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-37.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-8578.966797_0.000000_-2212.831299_-5760.040039_-196.653900_-1924.287964_0.000000_-1769.609741_0.000000_-1520.921631_0.000000_0.000000_-1174.391357_0.000000_-814.000000_0.000000_0.000000_0.000000_0.000000_-3127.607666_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-196.653900_0.000000_-116.776001_0.000000_-1130.738770_,0.115703,0
130916,0.43187,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-28600.000000_-19668.000000_-8800.000000_-22726.000000_-783.781616_-5280.000000_-16940.000000_-526.911987_-4312.000000_-395.183990_-4312.000000_-414.943207_-4356.000000_-414.943207_-9196.000000_-5544.000000_-414.943207_-12496.000000_-4312.000000_-414.9432,1,1
130916,0.79542,0.500000_0.624390_0.782298_0.763421_0.816211_0.849662_0.863358_0.846438_0.855477_0.827980_0.812151_0.908032_0.949633_0.794974_0.984575_0.798123_0.795214_0.966690_0.844971_0.886392_0.858072_0.869311_0.853348_0.782058_0.902217_0.873639_0.888920_0.871099_0.855878_0.889919_0.858269_0.888992_0.857586_0.867295_0.883388_0.873873_0.876004_0.884294_0.861103_0.871638_0.868554_0.883997_0.855839_0.877609_0.838874_0.845110_0.888937_0.895046_0.892556_0.883949_0.881224_0.881581_0.883058_0.891350_0.869778_0.882990_0.883635_0.883056_0.883853_0.884458_0.884733_0.885128_0.882838_0.884297_,-11925.000000_-2790.000000_-1350.000000_-5917.500000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.00,0.884297,1
130916,0.27271,0.500000_0.624390_0.782298_0.763421_0.816211_0.849662_0.863358_0.846438_0.855477_0.827980_0.812151_0.908032_1.000000_1.000000_0.984575_1.000000_1.000000_1.000000_1.000000_0.877254_1.000000_0.872485_0.847256_0.899159_1.000000_1.000000_1.000000_1.000000_0.877032_0.971688_0.969893_0.977544_0.962252_1.000000_0.966126_0.988197_0.957979_0.969852_1.000000_1.000000_1.000000_0.947821_0.855839_0.876241_0.835331_0.876315_0.888937_0.901809_0.914809_0.941504_0.930551_0.885370_0.919072_0.917501_0.930737_0.908044_0.904463_0.909043_0.903773_0.908418_0.904692_0.917798_0.903302_0.909748_,-9139.000000_-8512.000000_-1102.000000_-4446.000000_0.000000_0.000000_-2536.500000_0.000000_-836.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-1577.000000_0.000000_0.000000_-3002.000000_0.000000_0.000000_-3002.000000_0.000000_0.000000_-3002.000000_,0.909748,1
130916,0.63645,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.002792_0.009137_0.009760_0.011397_0.007944_0.009154_0.005207_0.007669_0.006676_0.005422_0.006240_0.007073_0.007167_0.006204_0.006745_0.010291_0.013027_0.000000_0.001982_0.004252_0.003207_0.006019_0.011806_0.005703_0.000000_0.001368_0.003543_0.000000_0.000000_0.017086_0.012164_0.018893_0.013429_0.014106_0.008130_0.012354_0.014242_0.012466_0.011934_0.009809_0.012495_0.010240_0.011541_0.012597_0.012004_0.011894_,-6001.000000_-2550.000000_-1360.000000_-3731.500000_0.000000_-1360.000000_-1496.000000_0.000000_-1411.000000_-340.000000_-1411.000000_0.000000_-1496.000000_-340.000000_0.000000_-1496.000000_-340.000000_-1496.000000_-1496.000000_-340.000000_-833.000000_-14,0.0118936,0
130916,1,0.500000_0.750000_0.875000_0.677046_0.838523_0.919262_0.959631_0.979815_0.989908_0.994954_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_0.997208_0.990863_0.990240_0.988603_0.992056_0.990846_0.994793_0.992331_0.993324_0.994578_0.993760_0.992927_0.992833_0.993796_0.993255_0.989709_0.986973_1.000000_0.998018_0.995748_0.996793_0.993981_0.988194_0.994297_1.000000_0.998632_0.996457_1.000000_1.000000_0.982914_0.987836_0.981107_0.986571_0.985894_0.991870_0.987646_0.985758_0.987534_0.988066_0.990191_0.987505_0.989760_0.988459_0.987403_0.987996_0.988106_,-8572.690430_0.000000_0.000000_-2529.041260_-7646.987793_0.000000_-5663.274414_-9831.840820_0.000000_-4048.405273_0.000000_-4048.405273_0.000000_-4048.405273_-1886.000000_0.000000_-4048.405273_0.000000_0.000000_-4048.405273_0.000000_0.000000_-2345.504639_,0.988106,1
130916,0.579485,0.500000_0.384716_0.510843_0.755421_0.877711_0.938855_0.969428_0.578631_0.656303_0.785751_0.961418_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-16008.000000_-12673.000000_-3854.305176_-12136.500000_-16008.000000_-1401.885498_-14630.500000_-12035.000000_-973.870178_-6815.000000_-973.870178_-8497.000000_-973.870178_-9947.000000_-4176.000000_-973.870178_-11745.000000_-6061.000000_-973.870178_-11194,1,1
130916,0.88645,0.500000_0.250000_0.125000_0.322954_0.161477_0.080739_0.040369_0.020185_0.010092_0.005046_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.002792_0.009137_0.009760_0.011397_0.007944_0.009154_0.005207_0.007669_0.006676_0.005422_0.006240_0.007073_0.007167_0.006204_0.006745_0.010291_0.013027_0.000000_0.001982_0.004252_0.003207_0.006019_0.011806_0.005703_0.000000_0.001368_0.003543_0.000000_0.000000_0.017086_0.012164_0.018893_0.013429_0.014106_0.008130_0.012354_0.014242_0.012466_0.011934_0.009809_0.012495_0.010240_0.011541_0.012597_0.012004_0.011894_,-4048.000000_-2424.000000_-1192.000000_-2716.000000_-3776.000000_-1192.000000_-2424.000000_-2424.000000_-760.000000_-1240.000000_-760.000000_-1520.000000_-752.000000_-2056.000000_-128.000000_-840.000000_-3232.000000_-128.000000_-840.000000_-2880.000000_-1,0.0118936,0
130916,0.238645,0.500000_0.250000_0.125000_0.510787_0.382467_0.225481_0.150236_0.245600_0.257243_0.246378_0.287736_0.000000_1.000000_0.603816_0.238897_0.805446_0.614464_0.458565_0.637235_0.405654_0.669487_0.725556_0.501251_0.698976_0.750349_0.715935_0.691661_0.704674_0.650739_0.715497_0.721287_0.726476_0.707040_0.711139_0.722084_0.723809_0.710025_0.704582_0.656663_0.676945_0.671001_0.638622_0.364291_0.546024_0.467037_0.553091_0.535874_0.685300_0.702851_0.663447_0.662289_0.629593_0.674555_0.672624_0.662980_0.663558_0.659058_0.656152_0.658520_0.657692_0.657587_0.669811_0.656025_0.661942_,-1551.000000_-1551.000000_-1006.084229_-2650.500000_-22560.000000_-1586.596802_-6460.000000_-16121.000000_0.000000_-7661.000000_-1341.445557_-10387.000000_-1341.445557_-12737.000000_-1938.194946_-2012.168457_-15651.000000_-1753.604980_-1341.445557_-14758.,0.661942,0
133007,1,0.500000_0.627580_0.519165_0.452599_0.465159_0.482188_0.483448_0.422297_0.459393_0.473362_0.460845_0.544020_0.230981_0.557583_0.508476_0.431041_0.461521_0.574863_0.643836_0.464232_0.494630_0.535409_0.540549_0.499527_0.556873_0.542572_0.523360_0.554407_0.540969_0.555581_0.544734_0.541010_0.538978_0.543917_0.544499_,0.000000_-932.159973_0.000000_-3035.201416_-7036.902832_-8280.745117_-8211.465820_0.000000_0.000000_-8042.174316_-15576.188477_-20204.371094_-4066.254639_-1656.000000_0.000000_0.000000_-492.727509_-6366.288574_-10875.146484_-19949.875000_-5605.904297_-2912.575928_0.000000_0.000000_-847.491272_-4253.073242_-10567.986328_-14930.252930_-3395.125244_-3600.000000_0.000000_-78.836403_-13555.933594_-10642.026367_-4776.862305_,0.544499,1
133007,0.329485,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_-1785.000000_-810.000000_0.000000_0.000000_-1207.500000_-1957.500000_-4110.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-1852.248047_-300.000000_-4320.000000_0.000000_0.000000_0.000000_0.000000_-600.000000_-427.500000_-240.000000_-3000.000000_-1290.000000_0.000000_0.000000_-240.000000_-795.000000_-1882.500000_-1815.000000_,0,0
133007,0.579485,0.500000_0.250000_0.384451_0.619325_0.309662_0.499085_0.472362_0.494347_0.519819_0.387170_0.446054_0.000000_0.209563_0.708890_0.513755_0.000000_0.087408_0.395729_0.002753_0.336431_0.046186_0.091613_0.085590_0.169535_0.129927_0.076220_0.170470_0.113635_0.144279_0.122313_0.133827_0.125084_0.134210_0.137568_0.131360_,0.000000_-583.598083_-2716.000000_-1988.000000_-1064.000000_-1339.380005_-8512.000000_-1267.041260_-1480.178345_-5236.000000_-4214.000000_-8428.000000_-5572.000000_-1396.058228_-1299.667236_-2311.851318_-2596.559570_-4017.529785_-1836.864014_-7476.000000_-7448.000000_-1425.777344_-1524.609619_-2379.598389_-2571.082031_-2465.126465_-1836.864014_-5264.000000_-7448.000000_-2352.000000_-672.000000_-1960.000000_-1588.121948_-6461.000000_-8428.000000_,0.13136,0
133007,0.56813,0.500000_0.670843_0.835421_0.917711_0.958855_0.979428_0.989714_0.994857_0.997428_0.998714_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-11193.000000_-11521.000000_-13940.000000_-7257.000000_-23862.000000_-11931.000000_-9471.000000_-7134.000000_-943.000000_-15362.500000_-10664.121094_-18491.000000_-5166.000000_-5863.000000_-3239.000000_-943.000000_-1968.000000_-13561.130859_-6834.308594_-,1,1
133007,0.329485,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-6422.000000_-5738.000000_-5453.000000_-5453.000000_-5453.000000_-6650.000000_-5453.000000_-5453.000000_-5453.000000_-5453.000000_-5453.000000_-13585.000000_-5453.000000_-6327.000000_-2147.000000_-5453.000000_-2748.710693_-5453.000000_-5453.000000_-13851.,1,1
133007,0.647805,0.500000_0.250000_0.125000_0.062500_0.031250_0.047588_0.023794_0.056972_0.041726_0.061440_0.062839_0.799006_0.000000_0.166473_0.000000_0.302851_0.263135_0.146371_0.143256_0.228999_0.263112_0.218593_0.286858_0.183195_0.229075_0.204535_0.210311_0.225471_0.211518_0.205987_0.225092_0.227791_0.218686_0.226696_0.228791_,0.000000_-1550.000000_0.000000_0.000000_0.000000_0.000000_-9431.823242_-3850.000000_-1050.000000_-3124.984131_-575.000000_-18650.000000_-4750.000000_-2650.000000_0.000000_-76.000000_-2517.727539_-3182.927734_-7517.702148_-16950.000000_-6700.000000_-4450.000000_-123.194000_0.000000_-4220.927734_-734.621704_-2454.675293_-12800.000000_-7095.125000_-7800.000000_0.000000_-3601.582275_-1572.898804_-9200.000000_-8476.862305_,0.228791,0
133007,0.65916,0.500000_0.254535_0.565200_0.703012_0.769656_0.610922_0.547815_0.421802_0.434363_0.459132_0.436336_1.000000_0.840734_0.405441_0.764708_0.669350_0.683519_0.643990_0.772423_0.695500_0.904830_0.763374_0.743497_0.696031_0.710605_0.756077_0.682383_0.721262_0.721758_0.714105_0.720434_0.717162_0.706650_0.715849_0.716464_,-2160.000000_-1512.000000_-6228.000000_-12348.000000_-12348.000000_-12348.000000_-11740.238281_0.000000_0.000000_-12348.000000_-12348.000000_-12348.000000_-3781.635010_0.000000_0.000000_0.000000_0.000000_-5363.395508_-4644.000000_-12348.000000_-5446.25195,0.716464,1
133007,0.84084,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,-2109.000000_-2850.000000_-2565.000000_-5491.000000_-7752.000000_-7752.000000_-6517.000000_-2565.000000_-2565.000000_-8493.000000_-7970.500000_-10697.000000_-4522.000000_-3439.000000_0.000000_-2565.000000_-3040.000000_-7257.680664_-5871.000000_-10963.0000,0,0
133007,0.011355,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-1560.000000_-1380.000000_-2690.000000_-4390.000000_-4390.000000_-4390.000000_-3782.238037_-500.000000_0.000000_-4390.000000_-4390.000000_-4390.000000_-1387.635010_0.000000_0.000000_0.000000_-960.000000_-2449.832031_-2250.000000_-4390.000000_-1310.251953_,1,1
133007,1,0.500000_0.627580_0.448866_0.333191_0.320514_0.300242_0.259274_0.268515_0.285999_0.289054_0.266571_0.000000_0.137958_0.034830_0.123940_0.076710_0.111541_0.099438_0.102749_0.115172_0.095452_0.100370_0.089964_0.089290_0.092156_0.105452_0.101056_0.084269_0.086743_0.085483_0.082183_0.089361_0.088374_0.085834_0.085404_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-4751.752930_0.000000_-1202.624023_0.000000_0.000000_0.000000_0.000000_0.000000_-5822.570801_0.000000_-1934.656006_0.000000_0.000000_0.000000_0.000000_0.000000_-5711.027344_0.000000_-2614.399902_0.000000_0.000000_0.000000_-5655.255371_0.000000_,0.0854044,0
133007,0.70458,0.500000_0.250000_0.276537_0.504199_0.406444_0.340545_0.406054_0.351906_0.358933_0.422100_0.392776_1.000000_0.093023_0.990017_0.957515_0.885214_0.988223_1.000000_0.792599_0.992318_0.912061_0.935949_0.949688_0.973673_0.991525_0.969323_0.972449_0.965018_0.984399_0.976230_0.986580_0.979110_0.980625_0.984487_0.983547_,-12528.000000_-6732.000000_-10656.000000_-6732.000000_-12096.000000_-14364.000000_-6732.000000_-6732.000000_-6732.000000_-6732.000000_-6732.000000_-6732.000000_-6732.000000_-6732.000000_-716.776489_-6732.000000_-4027.710693_-6732.000000_-6732.000000_-6732,0.983547,1
133007,0.511355,0.500000_0.250000_0.125000_0.453743_0.465470_0.403282_0.406156_0.410410_0.391654_0.394949_0.392444_0.942589_0.808833_0.775093_0.707524_0.527741_0.726833_0.620384_0.648391_0.693433_0.609347_0.691124_0.634809_0.690679_0.620211_0.631773_0.620463_0.637978_0.633826_0.640164_0.631708_0.638764_0.636903_0.635702_0.638589_,-2163.000000_-2247.000000_-3486.000000_-63.000000_-8568.000000_-2457.000000_-1890.000000_0.000000_0.000000_-4998.000000_-2593.500000_-5817.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-4493.647461_-483.000000_-6111.000000_-399.000000_0.000000_0.000,0.638589,0
133007,0.20458,0.500000_0.250000_0.625000_0.709274_0.418703_0.275869_0.345900_0.256809_0.219436_0.219761_0.211105_0.990775_1.000000_1.000000_0.561657_0.747106_0.571728_0.593067_0.561870_0.501815_0.615560_0.509473_0.604641_0.546416_0.580235_0.542484_0.546729_0.524373_0.551717_0.538513_0.564196_0.555044_0.565313_0.554704_0.550275_,0.000000_-4602.000000_-4602.000000_-4602.000000_-2851.732178_-4710.733398_-3691.275879_-4602.000000_-3091.116211_-3469.117432_-4602.000000_-4748.728027_0.000000_-3252.074463_-144.238998_0.000000_-2479.532715_0.000000_-3019.577637_-4748.728027_0.000000_-3272.787842_-207.335999_0.000000_-2810.563721_0.000000_-3932.938965_-4748.728027_-1326.000000_-4743.438965_-2541.002197_-4777.275879_-4602.000000_-4602.000000_-1326.000000_,0.550275,1
133007,0.556775,0.500000_0.250000_0.125000_0.062500_0.056108_0.089288_0.283224_0.351311_0.361752_0.349006_0.366012_0.406850_0.559365_0.653456_0.154892_0.596254_0.283494_0.488715_0.602998_0.361866_0.450644_0.384935_0.560009_0.562788_0.459404_0.427077_0.423133_0.504642_0.447604_0.471924_0.506023_0.488233_0.489592_0.482860_0.486968_,0.000000_0.000000_-4165.000000_0.000000_0.000000_0.000000_-5460.000000_-457.723999_0.000000_-1365.000000_-87.500000_-7044.456543_-3626.582520_-984.106628_-3185.000000_-134.810394_-350.000000_-6632.500000_-2310.000000_-5482.465820_-4901.546387_-732.358398_-3284.974365_-1393.040771_-1064.000000_-2310.000000_-525.000000_-5530.643555_-5593.317383_-732.358398_-1393.040771_-896.000000_-4711.353516_-2896.250000_-6664.582520_,0.486968,1
133007,0.84084,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-4751.752930_0.000000_-1202.624023_-2142.000000_0.000000_0.000000_0.000000_-170.000000_-5992.570801_0.000000_-1934.656006_-2830.279053_0.000000_0.000000_-340.000000_-1904.000000_-8485.456055_0.000000_-2614.399902_0.000000_0.000000_-4466.353516_-5655.255371_0.000000_,0,0
133007,1,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-17881.332031_-5782.574219_-13778.113281_-3969.194580_-12003.598633_-18016.923828_-3734.003174_-5693.030273_-9406.074219_-9568.085938_-9675.446289_-5258.104980_-3734.003174_-6278.772949_0.000000_-9406.074219_-2483.791504_-5523.395020_-7520.460449_-5258.10,1,1
133007,0.920515,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,-1872.000000_0.000000_-1920.000000_0.000000_0.000000_0.000000_0.000000_-816.000000_-1872.000000_-4464.000000_-4464.000000_0.000000_0.000000_0.000000_-2016.000000_-1872.000000_-1872.000000_0.000000_-2112.000000_0.000000_-440.846405_0.000000_-2016.000000_-1,0,0
